,0
gene_id,Rv0515
name,Rv0515
operon,Op341
gene_product,hypothetical protein
COG,Defense mechanisms
regulator,"Rv0023,Rv0081,Rv0324,trcR,Rv1049,whiA,Rv1776c,Rv2011c,Rv2720 ,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0515"">External Database</a>"
