,-0.08415202419910743,-0.06545157437708356,-0.046751124555059684,-0.02805067473303581,-0.009350224911011937,0.009350224911011937,0.02805067473303581,0.046751124555059684,0.06545157437708356,0.08415202419910743,0.1028524740211313,0.12155292384315518,0.14025337366517904,0.15895382348720294,0.17765427330922678,0.19635472313125063,0.21505517295327453,0.23375562277529843,0.2524560725973223,0.2711565224193461
thresh,-0.0748017992880955,0.0748017992880955,4,,,,,,,,,,,,,,,,,
unreg,0,0,20,197,1720,1527,157,25,5,2,0,0,0,1,0,0,0,0,0,0
whiB4,1,0,2,12,70,75,23,9,7,4,0,1,1,1,1,0,1,0,0,0
ideR,0,0,1,7,16,9,3,1,1,2,1,0,0,0,0,0,0,0,0,0
whiB4 and ideR,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],['thiX' 'Rv0142'],[],[],[],['papA4'],[],[],[],[],[],[]
whiB4_genes,['whiB6'],[],['fas' 'Rv2620c'],"['Rv0885' 'nirD' 'Rv1805c' 'Rv1592c' 'Rv3201c' 'hspR' 'fbpD' 'Rv1278'
 'Rv3202c' 'grpE' 'Rv0694' 'dnaJ1']","['Rv2622' 'csd' 'Rv1462' 'nrdF1' 'Rv2640c' 'Rv3484' 'Rv2885c' 'espF'
 'Rv1049' 'Rv0250c' 'ideR' 'PPE19' 'Rv2978c' 'Rv0839' 'fadD23' 'narK1'
 'Rv1593c' 'fadD19' 'Rv1277' 'Rv1012' 'Rv0692' 'PPE20' 'Rv0605' 'Rv1465'
 'Rv0693' 'Rv3902c' 'thiL' 'Rv3686c' 'dnaK' 'Rv2989' 'Rv0324' 'Rv1671'
 'Rv3555c' 'fadE23' 'efpA' 'Rv2366c' 'Rv1463' 'radA' 'Rv0068' 'tgs4'
 'pks6' 'Rv3828c' 'glnH' 'fadB2' 'lhr' 'ahpD' 'Rv3074' 'Rv0145' 'nrdB'
 'alkA' 'Rv1587c' 'Rv3586' 'Rv0146' 'Rv2024c' 'Rv3312A' 'Rv2659c' 'Rv0326'
 'bglS' 'Rv3827c' 'Rv2516c' 'PPE68' 'fadE10' 'Rv1461' 'uvrA' 'pks16'
 'Rv2827c' 'ppsA' 'fadE22' 'Rv1200' 'lysS']","['nrdF2' 'Rv2517c' 'ahpC' 'PPE38' 'PPE3' 'Rv2979c' 'Rv1573' 'Rv2216'
 'Rv3415c' 'Rv3191c' 'Rv2015c' 'dnaJ2' 'fadE24' 'Rv3531c' 'Rv1466' 'fmt'
 'eccCa1' 'sigB' 'Rv1072' 'Rv3822' 'Rv1342c' 'Rv0184' 'Rv0147' 'kasB'
 'Rv1128c' 'Rv2722' 'ltp1' 'Rv2706c' 'ogt' 'fadD21' 'Rv3767c' 'Rv2035'
 'Rv3334' 'Rv0325' 'whiB4' 'Rv3527' 'htpX' 'pks2' 'Rv3226c' 'cmtR'
 'Rv2016' 'ndh' 'Rv0607' 'Rv2050' 'Rv1289' 'Rv1833c' 'recX' 'Rv2791c'
 'PE35' 'fabD' 'Rv2743c' 'Rv2169c' 'hddA' 'acpM' 'Rv1073' 'Rv3467' 'groES'
 'Rv2734' 'Rv2331' 'Rv3249c' 'Rv3242c' 'iniB' 'Rv2312' 'Rv3173c' 'Rv1588c'
 'clpP2' 'pks3' 'kasA' 'Rv0412c' 'Rv1767' 'Rv2792c' 'fxsA' '35kd_ag'
 'Rv1184c' 'Rv0987']","['Rv0331' 'yrbE3A' 'Rv0794c' 'Rv2331A' 'fadD9' 'recA' 'Rv3517' 'drrA'
 'Rv2204c' 'mmpL8' 'clgR' 'rubA' 'rubB' 'cysO' 'Rv0181c' 'clpP1' 'leuC'
 'Rv2719c' 'icl1' 'mec' 'alkB' 'clpB' 'Rv1674c']","['Rv0654' 'leuD' 'PE20' 'Rv2617c' 'hsp' 'Rv3222c' 'Rv2699c' 'trxC'
 'Rv1907c']",['moeB1' 'katG' 'trxB2' 'rpiB' 'sigH' 'Rv1875' 'cysA1'],['Rv1673c' 'cysT' 'furA' 'cysW'],[],['trxB1'],['Rv0140'],['Rv3054c'],['Rv3463'],[],['Rv2466c'],[],[],[]
ideR_genes,[],[],['mbtJ'],['espG3' 'mycP3' 'mbtC' 'Rv1519' 'mbtB' 'frdA' 'mbtA'],"['mbtD' 'eccD3' 'PPE4' 'mmpS4' 'mbtI' 'yrbE2A' 'eccB3' 'mbtK' 'eccE3'
 'eccC3' 'PE5' 'ppiA' 'esxH' 'esxG' 'eccA3' 'mbtN']",['mbtM' 'mbtL' 'Rv0338c' 'Rv3402c' 'irtA' 'mbtF' 'mbtE' 'Rv2377c' 'cyp123'],['irtB' 'mbtG' 'hisE'],['Rv3403c'],['bfrB'],['PPE37' 'Rv3840'],['Rv3839'],[],[],[],[],[],[],[],[],[]
whiB4 and ideR_genes,[],[],[],['mmpL4'],[],['ldtA' 'lprD'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
