,Value,list
TF,whiB4/ideR,
reg_genes,252,"['nrdB' 'bglS' 'yrbE2A' 'Rv3415c' 'eccC3' 'fadE10' 'mbtA' 'lprD' 'Rv1671'
 'PPE3' 'mmpL4' 'recX' 'Rv1519' 'htpX' 'Rv2204c' 'Rv3173c' 'pks3'
 'Rv3555c' 'mbtI' 'Rv2015c' 'Rv3334' 'mbtD' 'fmt' 'irtB' 'Rv1463' 'kasB'
 'Rv0146' 'Rv1278' 'mbtC' 'cyp123' 'Rv3517' 'mycP3' 'Rv3242c' 'Rv0607'
 'kasA' 'mbtK' 'Rv1184c' 'mbtG' 'PE5' 'Rv3312A' 'Rv3686c' 'Rv2517c'
 'Rv3222c' 'Rv3226c' 'Rv2743c' 'Rv2885c' 'clpP2' 'Rv3827c' 'iniB' 'Rv2989'
 'fadE23' 'pks6' 'fadD9' 'Rv1465' 'icl1' 'dnaJ2' 'mmpS4' 'Rv2978c'
 'Rv2979c' 'Rv2791c' 'cmtR' 'groES' 'moeB1' 'Rv3467' 'Rv2366c' 'Rv2640c'
 'Rv3484' 'rpiB' 'Rv2792c' 'grpE' 'Rv0694' 'Rv1907c' 'katG' 'narK1'
 'fadE24' 'Rv2050' 'Rv3402c' 'leuC' 'Rv3202c' 'Rv2827c' 'alkA' 'fadD19'
 'mbtF' 'eccE3' 'Rv1200' 'hsp' 'Rv0147' 'Rv1593c' 'lysS' 'hspR' 'Rv0885'
 'Rv1587c' 'eccB3' 'PE35' 'Rv0693' 'Rv3403c' 'fas' 'mbtM' 'Rv0692' 'hddA'
 'ogt' 'Rv2734' 'Rv1462' 'Rv3527' 'dnaJ1' 'Rv1073' 'hisE' 'Rv0605'
 'Rv1277' 'mbtE' 'mbtN' 'ppsA' 'nirD' 'Rv0326' 'cysA1' 'PPE4' 'irtA'
 'Rv1466' 'fbpD' 'leuD' 'fabD' 'Rv2216' 'Rv3586' 'clpP1' 'Rv3822'
 'Rv1592c' 'Rv2516c' 'Rv0068' 'Rv2035' 'fxsA' 'Rv2722' 'Rv0794c' 'glnH'
 'sigB' 'Rv1049' 'Rv1573' 'recA' 'Rv3249c' 'radA' 'Rv0250c' 'esxG' 'eccD3'
 'trxC' 'Rv2719c' 'uvrA' 'nrdF2' 'Rv3767c' 'Rv2377c' 'PPE19' 'Rv2331'
 'frdA' 'espG3' 'Rv0338c' 'ndh' 'Rv0412c' 'ppiA' 'Rv2016' 'fadD21'
 'Rv0839' 'Rv2312' 'Rv3828c' 'esxH' 'ltp1' 'Rv0145' 'efpA' 'pks16'
 'Rv0184' 'PPE20' 'fadB2' 'Rv1875' 'Rv0181c' 'Rv0654' 'csd' 'Rv0324'
 'Rv3191c' 'Rv3201c' 'thiL' 'tgs4' 'fadD23' 'Rv3902c' 'mbtL' 'Rv3531c'
 'clpB' 'pks2' 'lhr' 'bfrB' 'Rv1289' 'PPE38' 'clgR' 'nrdF1' 'Rv2622'
 'whiB4' 'cysO' 'Rv1342c' 'ideR' 'mec' 'eccCa1' 'Rv1674c' 'sigH' 'ldtA'
 'drrA' 'yrbE3A' 'PPE68' 'alkB' 'Rv0331' 'Rv2620c' 'Rv1012' 'ahpC'
 'Rv2169c' 'mmpL8' 'Rv2331A' 'Rv2659c' '35kd_ag' 'fadE22' 'Rv2706c' 'mbtJ'
 'Rv1767' 'Rv2024c' 'Rv1461' 'rubB' 'Rv1128c' 'Rv0325' 'PE20' 'acpM'
 'Rv2617c' 'mbtB' 'Rv1805c' 'dnaK' 'rubA' 'Rv2699c' 'Rv3074' 'Rv1072'
 'ahpD' 'trxB2' 'eccA3' 'Rv1588c' 'Rv0987' 'espF' 'Rv1833c']"
comp_genes,16,['papA4' 'Rv0142' 'thiX']
both_genes,13,"['Rv3463' 'Rv3839' 'cysW' 'cysT' 'PPE37' 'Rv3054c' 'trxB1' 'furA' 'Rv0140'
 'whiB6' 'Rv3840' 'Rv1673c' 'Rv2466c']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
