,0
gene_id,Rv3102c
name,ftsE
operon,Op1945
gene_product,cell division ATP-binding protein FtsE
COG,"Cell cycle control, cell division, chromosome partitioning"
regulator,"Rv0023,Rv0135c,Rv0302,Rv1049,Rv1353c,Rv2011c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3102c"">External Database</a>"
