,0
gene_id,Rv0441c
name,Rv0441c
operon,Op293
gene_product,hypothetical protein
COG,No COG annotation
regulator,"Rv0047c,Rv0135c,Rv0691c,Rv2034"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0441c"">External Database</a>"
