sample,Rv3208A
SRX3995807,0.2758077288
SRX3995806,0.1854526792
SRX3995809,0.0299234607
SRX3995808,0.1666800943
SRX4619048,0.3311365725
SRX4619047,0.2056486019
SRX4619049,0.189965705
SRX4619050,0.0610643482
SRX3995804,-0.0673783139
SRX3995805,0.0673783139
SRX5089845,0.1907591481
SRX5089844,0.1979916009
SRX5089860,0.009712719
SRX5089859,-0.0581465575
SRX5089858,0.048433838400000005
SRX5089854,1.376868703
SRX5089853,1.1416096774
SRX5089852,1.4632704752
SRX5089856,0.7695814497
SRX5089855,1.069170774
SRX5089857,0.8341711756
SRX5089868,0.33472591900000004
SRX5089866,0.3022762533
SRX5089867,0.34402507720000003
SRX5089870,0.6306975998000001
SRX5089869,0.7307151699000001
SRX5089871,0.8043231377000001
SRX5089846,1.6077537847
SRX5089848,1.438408819
SRX5089847,1.1922416856
SRX5089849,0.9307028818
SRX5089850,0.6894583158
SRX5089851,0.9192301089
SRX5089863,0.7492264574
SRX5089861,0.5782146597
SRX5089862,0.7218510073000001
SRX5089865,0.6225709925
SRX5089864,0.8026867146000001
SRX5388955,-0.0632325955
SRX5388957,0.0328014465
SRX5388954,-0.06375633580000001
SRX5388956,0.09418748490000001
SRX5388960,-1.2955553371000001
SRX5388961,-1.3765781049
SRX5388959,-1.3451510450000002
SRX5388958,-1.3003451987
SRX5388964,-1.0520625910999999
SRX5388965,-1.3073872229
SRX5388962,-1.3229559609
SRX5388963,-1.3140426969
SRX6889335,0.235265045
SRX6889333,-0.235265045
SRX6810002,-0.0713342113
SRX6810004,-0.1281944642
SRX6810003,0.1995286755
SRX6810006,-0.4527630298
SRX6810005,-0.8442966726000001
SRX6810007,-1.089335239
ERX1818322,-0.0717601692
ERX1818321,0.0717601692
SRX2617830,0.25703382820000004
SRX2617831,0.1176920755
SRX2617833,-0.6134976283
SRX2617832,-0.7145723935
SRX2617828,-0.10424549250000001
SRX2617827,0.0415361886
SRX2617829,0.0627093039
SRX3456119,-0.1949134643
SRX3456118,0.4254869873
SRX3456117,-0.8792981969
SRX3456101,0.07352739700000001
SRX3456099,-0.0024543352000000003
SRX3456100,-0.0710730618
SRX3456107,2.3924457161
SRX3456105,2.3128522629
SRX4374122,-0.4419648339
SRX4374121,-0.4728820698
SRX4374123,-0.0340548633
SRX4374124,-0.1513136633
SRX4374125,0.13051639210000002
SRX4374126,0.020797271200000002
SRX4374127,-0.5148083209000001
SRX4374128,-0.1297831558
SRX4374129,-0.28266541700000003
SRX4374130,-0.20083639220000002
SRX4374132,-0.08980543
SRX4374131,0.12798491550000002
SRX4374133,-0.3110627386
SRX4374135,0.0034291018
SRX4374134,0.0017942423
SRX4374138,0.0798438979
SRX4374136,-0.241944229
SRX4374137,0.356696548
SRX1091379,0.0078688357
SRX1091380,0.108150797
SRX1091377,-0.08875856600000001
SRX1091378,0.08875856600000001
SRX4647145,0.0202448639
SRX4647146,0.0887637013
SRX4647147,0.058571485300000004
SRX4647144,-0.0354871589
SRX4647143,0.0173790896
SRX4647142,0.0181080693
SRX4647155,0.47910569690000004
SRX4647152,0.4154986666
SRX4647153,0.45182277130000004
SRX4647154,0.506065643
SRX4647148,0.40600168080000004
SRX4647149,0.5195517711000001
SRX4647151,0.5718094913
SRX4647150,0.6053282499
SRX4647123,-0.0346900786
SRX4647124,-0.013760803200000001
SRX4647125,0.0484508819
SRX3103185,0.19164319700000002
SRX3103189,0.4452990523
SRX3103187,0.0622812462
SRX3103184,-0.1350157716
SRX3103188,0.31171700960000004
SRX3103186,-0.17670123810000002
SRX1372110,-0.0118633013
SRX1372111,0.13796069730000002
SRX1372108,-0.0121563693
SRX1372109,0.0121563693
SRX4506085,-0.0324212683
SRX4506083,0.059777448500000004
SRX4506089,0.12342414300000001
SRX4506087,0.1236494005
SRX4506077,0.12533207940000002
SRX4506079,-0.10663586060000001
SRX4506075,0.042158817700000004
SRX4506081,-0.0608550366
SRX4506084,1.0947034963
SRX4506086,1.1599374114
SRX4506088,1.0725596143
SRX4506090,1.0263983534
SRX4506078,0.9559072491
SRX4506080,1.0025871339
SRX4506082,0.8864362609
SRX4506076,0.9807340992
SRX5352221,-0.44053322850000004
SRX5352223,-0.385989526
SRX5352222,-0.3917530796
SRX5352229,-0.9946387451
SRX5352227,-0.9122439408
