,0
gene_id,Rv0616A
name,vapB29
operon,Op406
gene_product,antitoxin VapB29
COG,No COG annotation
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0616A"">External Database</a>"
