,0
gene_id,Rv0530A
name,Rv0530A
operon,Op350
gene_product,hypothetical protein
COG,No COG annotation
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0530A"">External Database</a>"
