sample,Rv2214c
SRX3995807,0.3140359354
SRX3995806,0.5722050061
SRX3995809,0.34478140430000004
SRX3995808,0.8347226018
SRX4619048,0.4090412667
SRX4619047,0.8146743474
SRX4619049,0.5975636764000001
SRX4619050,0.3996944458
SRX3995804,-0.0273920187
SRX3995805,0.0273920187
SRX5089845,-0.0011982891
SRX5089844,-0.029532732000000003
SRX5089860,0.052009555400000004
SRX5089859,-0.0210351903
SRX5089858,-0.0309743652
SRX5089854,0.4788653111
SRX5089853,0.5397796647
SRX5089852,0.5555407287
SRX5089856,0.3462004688
SRX5089855,0.4346621768
SRX5089857,0.2900031876
SRX5089868,0.6529977048000001
SRX5089866,0.6049103832
SRX5089867,0.5965849585
SRX5089870,0.5509902962000001
SRX5089869,0.5377581296
SRX5089871,0.6353561282
SRX5089846,0.4422439816
SRX5089848,0.4191808953
SRX5089847,0.2775272555
SRX5089849,0.2850438026
SRX5089850,0.4396834147
SRX5089851,0.4583450442
SRX5089863,0.9019307294000001
SRX5089861,0.7536140409000001
SRX5089862,0.7880307699
SRX5089865,0.7388640581
SRX5089864,0.6525248561
SRX5388955,-0.0368559786
SRX5388957,-0.0023664993
SRX5388954,-0.0063232623
SRX5388956,0.045545740200000004
SRX5388960,-0.3082405621
SRX5388961,-0.3935102373
SRX5388959,-0.2453623027
SRX5388958,-0.28214678660000003
SRX5388964,-0.8768538526
SRX5388965,-0.9046317896
SRX5388962,-0.9498277995000001
SRX5388963,-0.9907866709
SRX6889335,0.0013091468
SRX6889333,-0.0013091468
SRX6810002,-0.0217170785
SRX6810004,-0.0381486589
SRX6810003,0.0598657374
SRX6810006,0.4355168996
SRX6810005,0.1790138973
SRX6810007,0.6080136411
ERX1818322,-0.0290845565
ERX1818321,0.0290845565
SRX2617830,0.3333518177
SRX2617831,0.3879073279
SRX2617833,-0.5269390249
SRX2617832,-0.5296587052
SRX2617828,-0.050488271700000004
SRX2617827,0.0048588107000000005
SRX2617829,0.045629461
SRX3456119,0.015093337200000001
SRX3456118,0.18672754260000002
SRX3456117,0.36499719610000003
SRX3456101,0.22176109
SRX3456099,-0.0568134644
SRX3456100,-0.1649476256
SRX3456107,3.183362623
SRX3456105,3.3593642688
SRX4374122,0.13258841100000002
SRX4374121,0.1322065955
SRX4374123,-0.0013007426000000001
SRX4374124,0.0857024883
SRX4374125,-0.0020890667
SRX4374126,-0.0836134216
SRX4374127,0.13374168790000002
SRX4374128,0.0664544255
SRX4374129,-0.3610022583
SRX4374130,0.013270855100000001
SRX4374132,-0.290979523
SRX4374131,0.1714005942
SRX4374133,0.1266101363
SRX4374135,0.0251444197
SRX4374134,0.2695599531
SRX4374138,-0.7679009007
SRX4374136,-0.4930427787
SRX4374137,-0.6113766115
SRX1091379,-0.5640601729
SRX1091380,-0.6288963914
SRX1091377,0.0250329544
SRX1091378,-0.0250329544
SRX4647145,0.0331271748
SRX4647146,0.0071187723
SRX4647147,0.0276633677
SRX4647144,0.0450067215
SRX4647143,-0.0410260998
SRX4647142,-0.0039806217
SRX4647155,0.12080739680000001
SRX4647152,0.2259997504
SRX4647153,0.18078950670000002
SRX4647154,-0.0756963982
SRX4647148,-0.042367243000000006
SRX4647149,0.0046338733
SRX4647151,0.049787862200000005
SRX4647150,0.0345333868
SRX4647123,0.0762097568
SRX4647124,0.0038845806
SRX4647125,-0.0800943373
SRX3103185,0.23344994970000002
SRX3103189,0.2769295187
SRX3103187,-0.1841994204
SRX3103184,0.0857715953
SRX3103188,0.1727240106
SRX3103186,-0.258495606
SRX1372110,0.10286035140000001
SRX1372111,0.2823738854
SRX1372108,-0.0822039613
SRX1372109,0.0822039613
SRX4506085,0.0388638994
SRX4506083,0.0735165847
SRX4506089,0.0865518317
SRX4506087,0.1070559859
SRX4506077,-0.0702064838
SRX4506079,0.04267939
SRX4506075,-0.042802237800000004
SRX4506081,0.0703293316
SRX4506084,0.1038123155
SRX4506086,0.1811112785
SRX4506088,0.14804325940000002
SRX4506090,0.181310397
SRX4506078,0.0696732154
SRX4506080,0.0747847489
SRX4506082,0.0487242363
SRX4506076,0.0699004765
SRX5352221,-0.14134963320000002
SRX5352223,-0.044131150200000004
SRX5352222,0.1797777492
SRX5352229,-0.8133815937000001
SRX5352227,-0.8231145586
SRX5352228,-0.8745498327000001
SRX5352231,0.6486344741
SRX5352232,0.6334156297
SRX5352230,0.6503075953
SRX5352225,-0.49007916700000004
SRX5352224,-0.3381668398
SRX5352226,-0.4121744189
SRX5352220,-0.0333921389
SRX5352219,0.005340015300000001
SRX5352218,0.0280521236
SRX4498228,0.0487361441
SRX4498224,-0.0421254092
SRX4498230,0.0714556001
SRX4498226,0.0300897432
SRX4498218,-0.024521993500000002
SRX4498216,0.0443751073
SRX4498220,-0.0192094234
SRX4498222,-0.0006436904000000001
SRX4498225,-0.1640017013
SRX4498227,-0.1328903166
SRX4498231,-0.27577514540000003
SRX4498229,-0.1853291396
SRX4498217,-0.1315656909
SRX4498221,-0.1478645801
SRX4498219,-0.1354784359
SRX4498223,-0.075620243
SRX5079928,-0.1736675812
SRX5079930,-0.2830843477
SRX5079929,-0.3941608756
SRX5079923,-0.10944014640000001
SRX5079924,-0.2905622809
SRX5079922,-0.157323874
SRX5079920,0.08739859200000001
SRX5079921,-0.0545909588
SRX5079919,-0.0328076332
SRX5079926,-0.11510799270000001
SRX5079925,-0.3109934629
SRX5079927,-0.1924005527
SRX894005,0.1304226337
SRX894004,0.021217216400000002
SRX894006,0.3037341174
SRX893999,0.0725602212
SRX894000,0.092618064
SRX893998,-0.1651782852
SRX4647489,-0.0485219316
SRX4647490,0.0485219316
SRX4647492,-0.053833946800000004
SRX4647491,-0.10614732210000001
SRX4647496,0.0150774458
SRX4647495,0.0843809346
SRX4647499,0.1030421941
SRX4647500,0.12687414360000002
SRX4647493,-0.1828254156
SRX4647494,-0.1678180611
SRX4647497,0.1274875697
SRX4647498,0.0937511302
SRX4505482,-0.218469129
SRX4505486,-0.13597349220000002
SRX4505484,-0.36380239750000004
SRX4505473,-0.1731288385
SRX4505476,0.07028849870000001
SRX4505480,-0.019877167600000002
SRX4505478,-0.067553576
SRX4505474,0.017142245
SRX4505483,0.45612496700000005
SRX4505485,0.4280514291
SRX4505487,0.5135167231000001
SRX4505488,0.6106473433
SRX4505481,0.6372671894
SRX4505477,0.6162546581
SRX4505475,0.7705342685000001
SRX4505479,0.6176105879
SRX4605773,-0.0682750002
SRX4605774,-0.0251310761
SRX4605772,-0.0340932163
SRX4605771,0.0340932163
SRX5178871,-0.1432595724
SRX5178872,0.0396538203
SRX5178868,-0.09323124490000001
SRX5178870,0.0362799241
SRX5178869,0.0569513208
ERX1404045,-0.0040717683000000005
ERX1404046,0.0040717683000000005
ERX1404043,-0.0764790093
ERX1404044,-0.0750227025
ERX237502,-1.0069097757
ERX237505,-0.6222333655
ERX237506,-0.9821394224000001
ERX237500,-3.5728130706
ERX237497,-3.5509768
ERX237499,-2.5625053598000003
ERX237507,0.1276155357
ERX237496,-0.2037553977
ERX237504,0.076139862
ERX3772318,-0.2425413375
ERX3772320,-0.2169464708
ERX3772319,-0.14534034610000002
ERX3772321,0.0205545226
ERX3772322,-0.023709145100000002
ERX3772323,0.0031546224000000003
SRX4314262,0.0424866837
SRX4314263,0.0280016628
SRX4314261,-0.07048834650000001
SRX4314265,0.1210720109
SRX4314266,-0.1984274987
SRX4314264,-0.1808477722
SRX4314268,0.0908312315
SRX4314267,0.1699737426
SRX4314271,-0.0551719054
SRX4314272,-0.07639153300000001
SRX4314275,-0.14613019870000002
SRX4314274,0.0186786923
SRX4314273,-0.1803230206
SRX4314278,0.0798824357
SRX4314276,0.043677044000000005
SRX4314281,-0.0261300762
SRX4314279,0.11468529940000001
SRX4314280,-0.0020724867
SRX4314284,0.19936592690000002
SRX4314283,0.3433525065
SRX4314282,0.1741246859
SRX4314293,0.1815478126
SRX4314292,0.3451349181
SRX4314291,0.4454807672
SRX4314297,0.5207759683000001
SRX4314298,0.38072297860000004
SRX4314299,0.852019955
SRX4314302,0.8858405861
SRX4314301,0.1693033254
SRX4314300,0.4765118218
SRX4314305,0.2821275676
SRX4314304,0.017881449900000002
SRX4314303,0.0411560386
SRX4314309,0.17394783390000002
SRX4314306,0.1181521613
SRX4314308,0.0850968358
SRX4314307,0.0406134739
SRX4314311,0.5179966122
SRX4314317,-0.662960886
SRX4314316,-0.46529590070000004
SRX4314318,-0.6254921792
SRX4314319,-0.6545103284
SRX4314331,-0.4792763933
SRX4314330,-0.5289039695000001
SRX4314332,-0.3616008247
SRX4314335,-0.7080615499
SRX4314334,-0.796124571
SRX4314333,-0.7047228949000001
SRX4314338,-0.6534625596
SRX4314336,-0.6919903016000001
SRX4314337,-0.7625135594
SRX4314339,-0.3969404347
SRX4314340,-0.5589850141
SRX4314341,-0.34718295
SRX3686762,-0.1483409204
SRX3686763,-0.2105846835
SRX3686761,-0.1170979399
SRX3686765,0.1244667274
SRX3686769,0.13902533250000002
SRX3686766,0.06297556800000001
SRX3686768,0.0358969296
SRX3686764,0.10408145910000001
SRX3686767,0.1678381009
SRX3686788,0.0471111959
SRX3686791,-0.0521571439
SRX3686792,-0.0588346724
SRX3686793,0.0832892092
SRX3686790,-0.033961288
SRX3686789,0.0145526992
SRX3686829,-0.4310154847
SRX3686830,-0.4878867176
SRX3686828,-0.5446713198
SRX3686819,-0.48401840700000004
SRX3686818,-0.48303564130000004
SRX3686817,-0.5193545366
SRX3686822,-0.970859679
SRX3686820,-0.8534573053000001
SRX3686821,-0.976137094
SRX3686743,0.1229102355
SRX3686744,0.11549531860000001
SRX3686745,0.10777261290000001
SRX3686772,-0.22942328250000002
SRX3686770,0.1999255294
SRX3686771,-0.030364018000000003
SRX3686794,-0.5755152417
SRX3686796,-0.0851547711
SRX3686751,0.0314635433
SRX3686749,-0.0194735096
SRX3686750,0.1370232092
SRX3686778,-0.1777865452
SRX3686777,-0.0108418993
SRX3686776,0.0839454672
SRX3686800,-0.2469923118
SRX3686801,-0.18991429640000002
SRX3686755,0.0893218821
SRX3686757,0.0783306051
SRX3686756,0.0403273876
SRX3686784,-0.0997619138
SRX3686783,0.0196418751
SRX3686782,0.1780478412
SRX3686809,-0.2682492851
SRX3686807,-0.3931995682
SRX3686808,-0.3110708135
SRX3686787,-1.0710981364
SRX3686786,-0.8631645976000001
SRX3686785,-1.0228689853
SRX3686799,-0.2436814351
SRX3686797,-0.3016953859
SRX3686798,-0.23114373740000002
SRX3686746,-0.0836328352
SRX3686748,-0.0554907533
SRX3686747,-0.1399070808
SRX3686773,-0.4346488766
SRX3686774,-0.47563180790000004
SRX3686775,-0.5731616196
SRX3686754,-0.4538572731
SRX3686753,-0.42692863870000003
SRX3686752,-0.466517534
SRX3686780,-0.6735753416
SRX3686779,-0.6634169145000001
SRX3686781,-0.6591358667
SRX3686806,-0.7025602731
SRX3686805,-0.6715375083
SRX3686758,-0.7746800269
SRX3686760,-0.702801345
SRX3686759,-0.7566363414
SRX3686810,-1.1211094139
SRX3686811,-1.129242438
SRX3686812,-1.0609016863
SRX3686813,-0.4242397015
SRX3686815,-1.2775812242
SRX3686816,-1.1949376523
SRX3686823,-0.496912887
SRX3686824,-0.5777867179
SRX3686825,-1.0690753201
SRX3686827,-1.2095173487
SRX3686826,-1.2301027612
SRX7054191,-0.0381440176
SRX7054189,-0.0217151169
SRX7054190,0.0598591345
SRX7054193,0.3327651204
SRX7054192,0.7832248659000001
SRX7054194,0.6357581867000001
SRX4506284,-0.1406212553
SRX4506280,-0.2713780666
SRX4506282,-0.3182187198
SRX4506278,-0.2321878373
SRX4506274,0.0325547629
SRX4506273,0.0058657166
SRX4506271,0.0076209086
SRX4506276,-0.0460413882
SRX4506283,-0.2078759487
SRX4506279,-0.1939855928
SRX4506285,-0.20312301470000002
SRX4506281,-0.1387850001
SRX4506275,-0.059796701300000005
SRX4506277,0.0177350004
SRX4506272,-0.07327842820000001
SRX2923393,-0.0734997874
SRX2923394,0.0734997874
SRX2923398,-1.5205762557
SRX2923397,-1.0400860994
SRX2923395,-1.9711836105
SRX2923396,-1.9228442922000002
SRX2923400,-1.0332180832
SRX2923401,-1.1525714322
SRX2923403,-1.4335316256000001
SRX2923402,-1.9832807603
SRX6853288,0.0964733242
SRX6853287,0.038137216200000004
SRX6853286,0.0849449654
SRX6853284,-0.0893036729
SRX6853285,0.011613391300000001
SRX6853283,0.07769028160000001
SRX4319040,0.1250096259
SRX4319041,-0.0858467614
SRX4319039,-0.039162864400000004
SRX4314613,-0.5652087563
SRX4314614,-0.4545815245
