,0
gene_id,Rv0157A
name,Rv0157A
operon,Op113
gene_product,hypothetical protein
COG,Function unknown
regulator,"Rv0023,Rv0081,Rv1776c,Rv2011c,Rv2887"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0157A"">External Database</a>"
