,0
gene_id,Rv0421c
name,Rv0421c
operon,Op283
gene_product,hypothetical protein
COG,Function unknown
regulator,"Rv0135c,Rv0767c,Rv1353c,Rv1556,Rv1776c,mbcA,Rv2034"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0421c"">External Database</a>"
