,0
name,WhiB6
TF,whiB6
Regulator,"<a href=""https://mycobrowser.epfl.ch/genes/whiB6"" target=""_blank"">whiB6</a>"
Function,Transcription factor that regulates ESX-1 system membrane transport proteins
Category,Redox
has_venn,True
scatter,1
has_meme,False
precision,0.33333333330000003
recall,0.3125
