,0
gene_id,Rv1508A
name,Rv1508A
operon,Op966
gene_product,hypothetical protein
COG,Cell wall/membrane/envelope biogenesis
regulator,"Rv0081,Rv0135c,Rv0324,csoR,lsr2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1508A"">External Database</a>"
