,-0.10080157158722475,-0.07840122234561925,-0.05600087310401375,-0.03360052386240825,-0.01120017462080275,0.01120017462080275,0.03360052386240825,0.05600087310401375,0.07840122234561925,0.10080157158722475,0.12320192082883025,0.14560227007043575,0.16800261931204125,0.19040296855364675,0.21280331779525224,0.23520366703685774,0.25760401627846324,0.28000436552006874,0.30240471476167424,0.32480506400327974
thresh,-0.1120017462080275,0.1120017462080275,1,,,,,,,,,,,,,,,,,
unreg,1,1,10,129,1880,1751,109,15,3,1,2,0,0,0,1,2,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],['Rv3269' 'Rv0695'],[],[],[],['Rv0694'],['Rv0692' 'Rv0693'],[],['Rv0691A'],[],[]
