,0
gene_id,Rv0500A
name,Rv0500A
operon,Op334
gene_product,DNA-binding protein
COG,Transcription
regulator,"Rv1816,Rv2011c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0500A"">External Database</a>"
