,Value,list
TF,Rv3095,
reg_genes,5,['Rv2520c' 'Rv3092c']
comp_genes,0,[]
both_genes,0,['Rv3095' 'Rv3094c' 'Rv3093c']
reg_genes2,0,
comp_genes2,3,
both_genes2,0,
