,-0.13916471139184888,-0.10437353354388666,-0.06958235569592444,-0.03479117784796222,0.0,0.03479117784796221,0.06958235569592444,0.10437353354388668,0.13916471139184888,0.1739558892398111,0.2087470670877733,0.24353824493573556,0.27832942278369777,0.31312060063166,0.34791177847962224,0.3827029563275844,0.41749413417554665,0.4522853120235089,0.48707648987147106,0.5218676677194334
thresh,-0.15656030031583,0.15656030031583,2,,,,,,,,,,,,,,,,,
unreg,0,0,7,276,3391,216,10,1,0,0,0,0,0,0,0,0,0,0,0,0
Rv3095,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Rv3095_genes,[],[],[],[],['Rv2520c'],[],[],['Rv3092c'],[],[],['Rv3095'],[],[],[],[],['Rv3094c'],['Rv3093c'],[],[],[]
