Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
Rv0001,-0.011639256652955452,0.003256537679030674,0.008606931837140175,9.005853556262895e-05,-0.016153783382888028,-0.0059410278014918275,-0.008921510438929161,0.010164949721730994,-0.0009257581567737761,-0.013421412934223841,-0.005614796412204233,-0.001977153637431778,0.0033367157894796484,0.007722741871849193,-0.006999765857160031,-8.688467172191483e-05,0.0018485247824151676,0.006373414982725509,-0.0030523614770348925,0.006928252648555327,0.025401914668998837,-0.017840961731205328,0.007736250755381647,-0.00797032186479937,-0.003288032942758477,0.004478504103116141,-0.011081204753626837,0.006271557402895758,0.014917236394305585,-0.0010582344799949408,0.004673205183296816,-0.015976953459965477,-0.005249787973255346,0.01923701682564047,-0.007077489473488148,0.022919809097134775,-0.004113764201519168,-0.0014824928101951486,-0.010814988608627655,-0.018786537949373468,0.002393150214256185,-0.012556146452600338,-0.024179925101420596
Rv0002,-0.014064891553593816,0.004926242631379743,-0.008830293380788131,0.002500197165009778,-0.020469601455897032,-0.0007470021092060367,0.012148532004935259,-0.008064735803387247,0.022134855363910425,0.007469320767043146,-0.023634983777442168,-0.0015695192958798132,-0.012940588126308106,-0.013400291725586206,0.00629277678292799,0.0007362376321232148,0.002185691893025053,0.011252189059897923,-0.0035962966625959574,0.011029492454538247,-0.0010390852246707368,-0.0027937715131050745,-0.002956782489979588,-0.006204634551401372,-0.015619249909279348,-0.0024629190951213466,0.008975284596170634,-0.02353124999452293,-0.0018054454386796205,0.0013005047544439622,0.0038174509419399514,0.011033933861751234,-0.004827012171479321,0.020351290532268175,0.0016202744292224155,0.015965329830320875,0.0007954549420028026,0.0009280422282178474,-0.00043980081253142925,0.011534999140217495,0.004150443336595032,-0.005361101233838628,-0.001890939010568298
Rv0003,-0.0015378677691788272,0.008415041747616417,0.0028113642340002794,-0.002478456275251753,-0.016887195095421054,-0.0023913726688299364,0.009971709800402198,-0.005828887217716182,0.015885890532982738,-0.00962115114505657,-0.01668493353673257,-0.007629870391156998,-0.019838765408090292,-0.0025135528825923864,0.010246103335710384,-0.007518075951958699,0.010957213093865032,-0.00551620544939176,-0.006466710184002998,0.00904872313623735,0.001714540638412986,-0.0056687438608433085,-0.003429039100425281,1.8231756900475993e-05,-0.035316279334212664,0.0015549936098956845,0.005686803485229894,-0.0031606005124321557,0.013962948033628537,-0.006180819122801643,-0.005895405491762192,0.010926957908664894,-0.009699108897840838,0.02286908869119566,0.001683635550090582,-0.0019241975622006065,0.011303427176645158,-0.009039957146406104,0.0009879603015914005,0.019526292222532715,0.009783306931734011,0.007526796641646872,0.003279567543923735
Rv0004,-5.608134732394935e-05,-0.004284662060807452,-0.007002784029542369,-0.007354067999590735,-0.003169169141743311,-0.00027369227858819035,-0.0021954244575494797,-0.007895753416755524,0.0008300576949152331,-0.006195347191523696,0.005863931950853596,-0.002319176551337472,-0.008233815666285855,-0.0010029057758282204,0.00985177381770491,0.0005012685338349378,-0.0001050413351294531,-0.0010634005726948368,-0.008148193996921583,0.0007755058734696655,0.007486535608042658,0.0041765752962910005,-0.01153496580526879,0.0010344233867193894,-0.027573059642574445,-0.004977246797082499,0.01007327692314822,0.012763230643884968,0.01546485247765584,-0.0033824916172521366,-0.004797766259698246,0.012100507714717157,-0.011293017835859695,0.0003049448761188514,-0.004912975945650074,0.0015997377824619767,-4.7546756656689665e-05,-0.012714499886011225,-0.004262186389674461,0.029279272723271115,0.02264222027157037,0.008773728589661014,0.00030943889668737397
Rv0005,-0.016121996456607314,0.0011037073122331128,0.0020530605370632274,-0.00809558673666916,-0.001440353230728321,-0.0020313488002696536,0.004558669689879238,0.004604927405798615,0.022943336226565133,0.0013344793901652189,-0.008316408328964835,-0.001090251946297173,0.007947253134706513,-0.0065111449523741075,0.016968981166558053,-0.0035280832780925737,-0.008674699105034643,0.005306713906999279,-0.01310924237777645,-0.009985257446480563,0.02088185218156778,0.01566917812923477,-0.006846241573033142,0.008121941667043915,-0.01188204177342885,-0.004473891874621967,-0.01857099279707531,0.005223800756840055,0.010254510298824331,-0.0017620503831022767,0.0009141063813935614,0.005647993773591767,0.002591820944704896,-0.011521035017796208,0.006870991551435597,0.005965076664716704,-0.006406640750313289,0.004578937453329452,-0.0007736082981595171,-0.04364118336798922,0.0017976564899378417,-0.005671226596284843,-0.0015682292201747174
Rv0006,-0.005413418559724826,0.005644201318697975,0.004876042498547283,-0.006061275310710514,-0.005943279207389283,-0.002413723046107636,0.0022150030648108595,0.0003272637147723615,0.017789313203450494,-0.005186279018838903,-0.009421212230839112,-0.007850395752783314,0.0005620033297298307,-0.00627430269318438,0.017064542167583,-0.01310122205436136,-0.0044569307923976,0.003108259025817925,-0.010492149402007503,-0.012458388297067826,0.027462178364772504,0.017140861772118078,-0.0005016565287693306,0.0013969708284592313,-0.0127857952867996,0.002019465304070507,-0.02694139656503198,0.002844794367915319,6.476123187090973e-05,0.0019884176641713266,0.003430282978448705,0.007502799682086176,0.007856851352342044,-0.02306149427813678,-0.002567638112580665,0.00441640624914379,0.0003140953341935035,-0.00446668927980674,-0.004485185916688527,-0.025445509843469948,0.009180358153632147,0.0029202326712556193,-0.002063628990039945
Rv0007,0.009988224638926301,-0.005536943030966028,-0.0009910652770294941,-0.012790541970881673,-0.009861998155040401,-0.003426599092613545,0.0013194471885760151,0.0014404285000841242,0.016092682999189648,-0.004315269975280039,0.005662514976609662,-0.006996244972207685,0.0042726077842753655,-0.02582788856017681,0.012328193541813772,-0.014336333789036872,-0.0043981135156548066,0.004011349060659393,-0.008096651043246651,-0.008244375986072165,0.01621675095648048,0.008910533857059064,0.000248523626570425,0.003374308572232253,-0.016543559421335775,0.008210335730617904,-0.019665678249829316,-0.007234254103158861,0.00556741842468956,0.004001975271555298,0.0071354319287798415,0.012916786193492177,0.011646287445500962,-0.034482891157674056,-0.004844185283564223,0.0035828537609091057,0.0012476063243135964,-0.00026015644710923006,-0.003985803320549154,-0.01809313427608403,0.0043858477242939295,0.00483235958563014,0.008995774688382412
Rv0008c,-0.005782095905547094,-0.02753824310689571,-0.003976329061467798,-0.009656438770916568,-0.006172026871996528,-0.004158407862434301,0.007392081034595016,0.0019773610179374124,-2.705970558349277e-05,0.005727791271766499,0.037244034099847334,-0.006630073020386807,-0.00030163167621476453,-0.01227082110224029,-0.0061463371744085275,0.00032102531047381415,0.00043154186340782936,0.01683283114325946,-0.009406082582450603,0.006820662420005457,0.018805205882273787,-0.008072920017503227,-0.01231865856762025,-0.005303514822671471,0.0037309054405120327,0.002598615873005847,0.022724978201467634,-0.0069734126319231995,0.01462088999790048,0.0028320582495000544,0.012575869733305678,0.006478623523500356,0.005290664667347205,-0.012953874068070595,-0.0111235911925041,-0.008401196374782982,0.006008556048062554,0.00617366489259078,0.0045080237488156075,0.017868334695637846,-0.014222228364685882,-0.01140063219902232,-0.011579186445731254
Rv0009,-0.011870573702660578,0.005920362581195637,0.01140536283312382,0.000509814214677329,-0.005268156944108379,-0.0005938186529908352,0.01588910039641877,0.012866785715255343,0.033277571399467284,0.0037929069441913045,-0.019414307575461035,0.0010261295993730256,0.01677219944755269,0.0017266459768309503,0.0011391065977296442,-0.0028905677207237282,-0.0034938637557849765,0.0015772420442356223,0.00020707562219287776,0.0063013929756281836,0.02300891479280601,-0.01028862214572506,-0.00444045920820878,-0.010793827079189102,0.011385131855439342,-0.012611063036286799,0.0030856317344978503,-0.0003746947947570589,0.006963260714997553,-0.009663452773741896,-0.011886999496206451,0.015910391109594503,-0.008645091294079638,0.010517000772808557,0.007136127794902529,-0.005292601442449506,-0.0197144966658864,-0.005507947483850089,0.025250792347941316,0.0189006073208988,-0.0037204098930512146,0.030305221277068,-0.016297989272798897
Rv0010c,-0.008408729662536125,0.009944641282997662,-0.00903573211315762,0.0077941767631893085,-0.02402504275875314,-0.006420676281839689,0.002955570333439418,0.01576610263382046,0.026520697591977747,-0.0032722243105784902,0.00816961304056889,0.007602778055686332,0.007106215822932007,0.00046468008991405914,0.008334488227128367,-0.004706501669017533,0.0035144122353843138,-0.0024163979417214936,0.001089066441934882,0.007046871768184948,0.000304326168063498,-0.026023564764869795,-0.018723629245167336,0.0017164984824103494,0.011969580323599462,0.0014554577470589618,0.03142053746763178,-0.02080983681664245,0.023648904108274957,-0.007999065816911009,0.005165521683539763,0.003878188886426993,-0.0038897272846473464,0.004277160009970478,0.006323782803557233,-0.0030625480454148733,-0.04414350243708951,-0.008997728084524039,0.01526520366959223,-0.006214052884542045,0.006783171727247191,-0.005788349466613057,0.01131114114011175
