,0
gene_id,Rv3426
name,PPE58
operon,Op2146
gene_product,PPE family protein PPE58
COG,Cell motility
regulator,"Rv0081,Rv0135c,Rv0324,Rv0678,trcR,whiA,Rv2912c,kstR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3426"">External Database</a>"
