,0
gene_id,Rv0609A
name,Rv0609A
operon,Op400
gene_product,hypothetical protein
COG,No COG annotation
regulator,Rv0081
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0609A"">External Database</a>"
