,0
gene_id,Rv2457c
name,clpX
operon,Op1554
gene_product,ATP-dependent CLP protease ATP-binding subunit ClpX
COG,"Post-translational modification, protein turnover,and chaperones"
regulator,"Rv0023,Rv0081,Rv0678,Rv1049,Rv1353c,whiA,Rv2250c,Rv3249c,Rv3736,Rv3830c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2457c"">External Database</a>"
