,0
gene_id,Rv1826
name,gcvH
operon,Op1149
gene_product,glycine cleavage system protein H
COG,Amino acid transport and metabolism
regulator,"Rv0023,Rv0678,Rv3249c,kstR,lsr2,espR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1826"">External Database</a>"
