,0
gene_id,Rv2142A
name,parD2
operon,Op1343
gene_product,antitoxin ParD2
COG,No COG annotation
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2142A"">External Database</a>"
