sample,Rv2142A
SRX3995807,0.15590046470000002
SRX3995806,0.24597904250000002
SRX3995809,0.49855349120000003
SRX3995808,0.3597846623
SRX4619048,0.39762988450000003
SRX4619047,0.24078749600000002
SRX4619049,0.10379931190000001
SRX4619050,0.5555832087
SRX3995804,0.2200034229
SRX3995805,-0.2200034229
SRX5089845,0.43244373620000004
SRX5089844,0.168989105
SRX5089860,0.0840800804
SRX5089859,0.044184563
SRX5089858,-0.1282646435
SRX5089854,1.2100901066
SRX5089853,0.9760666005
SRX5089852,1.0237232798
SRX5089856,0.3363801528
SRX5089855,0.17480439120000002
SRX5089857,0.6312074957
SRX5089868,0.8288062651
SRX5089866,0.7138007678
SRX5089867,0.7331078479
SRX5089870,0.3895022574
SRX5089869,0.2162374185
SRX5089871,0.5404305087
SRX5089846,1.3638156737
SRX5089848,1.6652303201
SRX5089847,1.4494989499
SRX5089849,0.15745761290000002
SRX5089850,0.34472760020000004
SRX5089851,0.7353594225000001
SRX5089863,1.4047978229
SRX5089861,1.3267403764
SRX5089862,1.5001288753000002
SRX5089865,0.2520852333
SRX5089864,0.0415506168
SRX5388955,-0.2618976668
SRX5388957,0.0730632824
SRX5388954,-0.0595257875
SRX5388956,0.2483601719
SRX5388960,-0.1892915538
SRX5388961,0.0424439644
SRX5388959,-0.3025425221
SRX5388958,-0.46292931330000003
SRX5388964,0.2236144521
SRX5388965,0.2130602952
SRX5388962,-0.032541323000000004
SRX5388963,0.2122577101
SRX6889335,-0.3394847878
SRX6889333,0.3394847878
SRX6810002,0.29922893770000003
SRX6810004,-0.4224823057
SRX6810003,0.12325336810000001
SRX6810006,0.4036237265
SRX6810005,0.6374500977
SRX6810007,-0.061105205200000005
ERX1818322,-0.07115316990000001
ERX1818321,0.07115316990000001
SRX2617830,-0.0454783398
SRX2617831,-0.025373504300000002
SRX2617833,0.7434933864000001
SRX2617832,0.5855311716
SRX2617828,0.12761786220000002
SRX2617827,-0.032185523300000005
SRX2617829,-0.0954323388
SRX3456119,-0.31477063580000003
SRX3456118,0.0878891998
SRX3456117,-0.0492592761
SRX3456101,-0.0832174501
SRX3456099,0.1041838769
SRX3456100,-0.0209664268
SRX3456107,0.3775808869
SRX3456105,0.1746165992
SRX4374122,-0.1843144254
SRX4374121,-0.0480528489
SRX4374123,-0.3417482173
SRX4374124,0.0762854557
SRX4374125,0.21029402390000002
SRX4374126,-0.2865794796
SRX4374127,-0.06298267540000001
SRX4374128,0.19070305270000001
SRX4374129,-0.5451701293
SRX4374130,0.2318304321
SRX4374132,-0.2878421682
SRX4374131,-0.0889365549
SRX4374133,-0.009714556800000001
SRX4374135,-0.49212287600000004
SRX4374134,-0.0024960834
SRX4374138,-0.2416395366
SRX4374136,0.2887232362
SRX4374137,0.21800887060000002
SRX1091379,-0.00275594
SRX1091380,-0.0438300728
SRX1091377,0.0753530235
SRX1091378,-0.0753530235
SRX4647145,-0.0512995793
SRX4647146,0.0441239833
SRX4647147,-0.1450610148
SRX4647144,-0.0199099548
SRX4647143,0.00996976
SRX4647142,0.0099401948
SRX4647155,0.2009576119
SRX4647152,-0.048591140500000005
SRX4647153,0.0491273055
SRX4647154,-0.0583838278
SRX4647148,-0.485531431
SRX4647149,-0.5546355271
SRX4647151,-0.3761650178
SRX4647150,-0.5312637317000001
SRX4647123,-0.11473384930000001
SRX4647124,0.1405517724
SRX4647125,-0.025817923000000003
SRX3103185,0.0934899354
SRX3103189,0.2550708009
SRX3103187,-0.3909712135
SRX3103184,-0.0111375521
SRX3103188,0.0987297697
SRX3103186,-0.0875922175
SRX1372110,0.0284327605
SRX1372111,-0.13053601780000001
SRX1372108,0.1529904779
SRX1372109,-0.1529904779
SRX4506085,0.07096573340000001
SRX4506083,-0.06989325090000001
SRX4506089,0.0083212689
SRX4506087,0.012604079
SRX4506077,0.3154123378
SRX4506079,0.08858240690000001
SRX4506075,-0.42941190090000003
SRX4506081,0.025417156200000002
SRX4506084,0.12594238970000002
SRX4506086,-0.0669535262
SRX4506088,-0.34154942
SRX4506090,-0.4801678908
SRX4506078,-0.2639682138
SRX4506080,0.0100658207
SRX4506082,-0.24467817200000003
SRX4506076,0.038308628500000004
SRX5352221,-0.10568477620000001
SRX5352223,-0.5538798075
SRX5352222,-0.5558181316
SRX5352229,-0.2031781154
SRX5352227,-0.0744754707
SRX5352228,-0.3350037858
SRX5352231,-2.3013293939
SRX5352232,-2.2894036915
SRX5352230,-3.2884287117
SRX5352225,-0.0010295284
SRX5352224,-0.3739377182
SRX5352226,-0.6210627498
SRX5352220,-0.0425650636
SRX5352219,0.00029298780000000003
SRX5352218,0.0422720758
SRX4498228,0.11453304600000001
SRX4498224,0.2753764416
SRX4498230,0.0770662871
SRX4498226,-0.0422098547
SRX4498218,-0.0101055632
SRX4498216,-0.11236003480000001
SRX4498220,0.0659204896
SRX4498222,0.0565451084
SRX4498225,0.036566398300000004
SRX4498227,-0.0277754248
SRX4498231,0.0633293795
SRX4498229,-0.0663328863
SRX4498217,-0.020243752900000002
SRX4498221,0.5955179268
SRX4498219,0.2341178323
SRX4498223,0.36518764330000003
SRX5079928,-0.0734988114
SRX5079930,-0.2007551598
SRX5079929,0.0831976073
SRX5079923,0.1291426815
SRX5079924,-0.0460950646
SRX5079922,-0.0083964937
SRX5079920,0.0035634341000000003
SRX5079921,-0.0508489576
SRX5079919,0.0472855235
SRX5079926,0.1445682312
SRX5079925,0.21250725310000002
SRX5079927,-0.055301606100000004
SRX894005,0.022073537600000002
SRX894004,-0.2763254703
SRX894006,-0.2138557243
SRX893999,0.1552224547
SRX894000,0.0135992824
SRX893998,-0.168821737
SRX4647489,-0.0807973226
SRX4647490,0.0807973226
SRX4647492,0.0147130221
SRX4647491,-0.2004088377
SRX4647496,0.4079668182
SRX4647495,0.5189690696
SRX4647499,-0.0541215232
SRX4647500,-0.0096462629
SRX4647493,0.23643421050000002
SRX4647494,0.18495457640000001
SRX4647497,0.0415519972
SRX4647498,0.3082166322
SRX4505482,-0.1563496949
SRX4505486,-0.47233233960000004
SRX4505484,0.058562756300000005
SRX4505473,-0.2151884365
SRX4505476,0.024429334400000002
SRX4505480,-0.0110587532
SRX4505478,-0.1068411234
SRX4505474,0.0934705422
SRX4505483,0.37811839820000004
SRX4505485,0.3061044134
SRX4505487,0.2345087565
SRX4505488,0.16066186370000002
SRX4505481,0.6491910924000001
SRX4505477,0.3030184716
SRX4505475,0.19439657640000002
SRX4505479,0.4926506874
SRX4605773,0.0341729848
SRX4605774,0.2137172303
SRX4605772,-0.0728771329
SRX4605771,0.0728771329
SRX5178871,-0.31827305910000003
SRX5178872,-0.10146939390000001
SRX5178868,-0.2669876232
SRX5178870,0.1317263834
SRX5178869,0.13526123980000002
ERX1404045,-0.18570367810000002
ERX1404046,0.18570367810000002
ERX1404043,0.1782182424
ERX1404044,0.2761269256
ERX237502,1.3550186369000001
ERX237505,0.9870348678
ERX237506,0.8937955322000001
ERX237500,0.7611977295
ERX237497,0.638161046
ERX237499,0.7306303577000001
ERX237507,-0.0662989056
ERX237496,0.0131611595
ERX237504,0.053137746000000007
ERX3772318,-0.09927264770000001
ERX3772320,-0.1632367661
ERX3772319,-0.2408099716
ERX3772321,0.016300492
ERX3772322,-0.1849403442
ERX3772323,0.1686398522
SRX4314262,-0.22112326540000002
SRX4314263,-0.0666276427
SRX4314261,0.28775090810000004
SRX4314265,0.2111410134
SRX4314266,-0.38675202940000003
SRX4314264,-0.4573343192
SRX4314268,0.0934933475
SRX4314267,0.1497224772
SRX4314271,-0.5176654908
SRX4314272,-0.5538427561
SRX4314275,-0.029129602100000002
SRX4314274,-0.1182616278
SRX4314273,-0.0141508562
SRX4314278,0.2483594459
SRX4314276,-0.7232174352
SRX4314281,-0.43599828090000003
SRX4314279,-0.34650825490000003
SRX4314280,-0.1704933397
SRX4314284,0.0047312332000000006
SRX4314283,-0.0678644196
SRX4314282,-0.5987623768
SRX4314293,-0.0047705265
SRX4314292,0.3612360119
SRX4314291,-0.2764194886
SRX4314297,-0.3483576662
SRX4314298,-0.1153997565
SRX4314299,-0.6439351714
SRX4314302,-0.20536298790000002
SRX4314301,-0.1854018429
SRX4314300,-0.1896605981
SRX4314305,-0.0381981211
SRX4314304,0.1175944903
SRX4314303,0.5819416876
SRX4314309,-0.18047034820000002
SRX4314306,0.052066775700000005
SRX4314308,0.43700728110000003
SRX4314307,0.3190364697
SRX4314311,-0.08748408340000001
SRX4314317,0.3573735863
SRX4314316,0.22092436510000002
SRX4314318,0.6421473582
SRX4314319,-0.033722543300000005
SRX4314331,0.11854418380000001
SRX4314330,0.3352556591
SRX4314332,0.4458886609
SRX4314335,0.49969988870000004
SRX4314334,0.0520946252
SRX4314333,0.41776462600000003
SRX4314338,-0.0408680712
SRX4314336,-0.0798265239
SRX4314337,0.1299870166
SRX4314339,-0.1705361144
SRX4314340,-0.34996465130000004
SRX4314341,0.2613492883
SRX3686762,1.0188791667
SRX3686763,1.0509677326
SRX3686761,1.0354560057
SRX3686765,-0.10401468400000001
SRX3686769,0.3062765039
SRX3686766,0.4436747395
SRX3686768,0.2383978397
SRX3686764,-0.0003941436
SRX3686767,0.2605484463
SRX3686788,0.10980268750000001
SRX3686791,-0.36619919170000004
SRX3686792,0.048670028600000005
SRX3686793,-0.1918898872
SRX3686790,0.37902592960000003
SRX3686789,0.0205904331
SRX3686829,0.8775035867000001
SRX3686830,0.9488550805
SRX3686828,0.7684639856000001
SRX3686819,2.0127823135
SRX3686818,1.8994979601000002
SRX3686817,2.0320716591
SRX3686822,2.9482401944000003
SRX3686820,2.6127368764
SRX3686821,2.8284464258
SRX3686743,1.1436749288999999
SRX3686744,1.0322670231
SRX3686745,1.2278242441
SRX3686772,0.4804729404
SRX3686770,0.8249114029
SRX3686771,0.6355863361
SRX3686794,0.174726763
SRX3686796,0.4044982192
SRX3686751,0.9403607659000001
SRX3686749,1.3227161737
SRX3686750,1.1838601737
SRX3686778,0.3215722024
SRX3686777,0.4161383598
SRX3686776,0.420901495
SRX3686800,0.5577607247
SRX3686801,0.3929372414
SRX3686755,1.236030448
SRX3686757,1.0935971407
SRX3686756,1.1741872267
SRX3686784,0.3053824287
SRX3686783,0.38755587690000004
SRX3686782,0.4806867797
SRX3686809,0.1468468845
SRX3686807,0.3067104895
SRX3686808,0.3140862669
SRX3686787,0.6951220004
SRX3686786,0.8243488023000001
SRX3686785,0.8678500711
SRX3686799,0.4293937311
