,0
gene_id,Rv2911
name,dacB2
operon,Op1827
gene_product,penicillin-binding protein DacB2
COG,Cell wall/membrane/envelope biogenesis
regulator,"Rv0047c,Rv1219c,Rv1776c,sigH,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2911"">External Database</a>"
