,-0.12667675919964885,-0.09852636826639355,-0.07037597733313825,-0.04222558639988294,-0.014075195466627638,0.014075195466627666,0.04222558639988297,0.07037597733313827,0.09852636826639358,0.1266767591996489,0.15482715013290418,0.18297754106615946,0.2111279319994148,0.23927832293267012,0.26742871386592537,0.2955791047991807,0.32372949573243603,0.35187988666569137,0.3800302775989467,0.4081806685322019
thresh,-0.1407519546662765,0.1407519546662765,1,,,,,,,,,,,,,,,,,
unreg,0,1,8,81,1895,1836,72,9,2,0,0,1,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['Rv0559c'],[],[],[],[],[],['Rv0560c'],[],[]
