,0
gene_id,Rv0959
name,Rv0959
operon,Op620
gene_product,hypothetical protein
COG,Function unknown
regulator,"Rv0135c,whiA"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0959"">External Database</a>"
