sample,Rv0997a
SRX3995807,0.43284314290000003
SRX3995806,-0.088927751
SRX3995809,0.3368469102
SRX3995808,-0.0059720917
SRX4619048,0.4229244574
SRX4619047,-0.1018139831
SRX4619049,0.12657168530000001
SRX4619050,0.40806766050000004
SRX3995804,-0.058117320900000005
SRX3995805,0.058117320900000005
SRX5089845,0.1616391184
SRX5089844,0.2657119402
SRX5089860,-0.029721526300000002
SRX5089859,-0.0803158803
SRX5089858,0.1100374066
SRX5089854,-0.2250466623
SRX5089853,-0.4796337775
SRX5089852,-0.5586185764
SRX5089856,0.2720508264
SRX5089855,0.3444114526
SRX5089857,0.1294866981
SRX5089868,-0.0788652382
SRX5089866,-0.4081378706
SRX5089867,-0.39235540150000003
SRX5089870,0.4576058498
SRX5089869,0.4810495186
SRX5089871,0.5313363473
SRX5089846,-0.16930515240000002
SRX5089848,-0.2460251206
SRX5089847,-0.2692120544
SRX5089849,0.6268906669000001
SRX5089850,0.6841102998
SRX5089851,0.7051066079
SRX5089863,-0.2484554853
SRX5089861,-0.3768724424
SRX5089862,-0.3155972211
SRX5089865,1.3525042855
SRX5089864,1.4141680346
SRX5388955,-0.0051172333
SRX5388957,0.1132010656
SRX5388954,-0.0907506865
SRX5388956,-0.0173331459
SRX5388960,-0.1921036169
SRX5388961,-0.43712550780000003
SRX5388959,-0.2396582851
SRX5388958,-0.2715080099
SRX5388964,1.6700705031
SRX5388965,1.5931882232999999
SRX5388962,1.6670916439
SRX5388963,1.6784824329
SRX6889335,-0.1563147188
SRX6889333,0.1563147188
SRX6810002,-0.0309359279
SRX6810004,-0.1037987085
SRX6810003,0.1347346365
SRX6810006,-0.9181237222
SRX6810005,-1.0803956427
SRX6810007,-0.7503935125000001
ERX1818322,-0.1501580421
ERX1818321,0.1501580421
SRX2617830,0.5197462471000001
SRX2617831,0.47116448850000003
SRX2617833,0.6161474926
SRX2617832,0.25933379230000003
SRX2617828,0.0946773009
SRX2617827,0.061026395100000005
SRX2617829,-0.155703696
SRX3456119,-2.0494542555
SRX3456118,-0.8544310503
SRX3456117,0.403143197
SRX3456101,-0.0909546106
SRX3456099,0.23287429510000002
SRX3456100,-0.1419196845
SRX3456107,4.0604634651
SRX3456105,4.4331920733
SRX4374122,-0.0940282085
SRX4374121,-0.2055246523
SRX4374123,-0.14765928450000002
SRX4374124,-0.32524653330000003
SRX4374125,0.0700005997
SRX4374126,0.25524593360000003
SRX4374127,-0.3789217425
SRX4374128,0.0302506255
SRX4374129,-0.4073658532
SRX4374130,-1.3530733645
SRX4374132,-1.2348936825
SRX4374131,-1.020030798
SRX4374133,-0.1398213307
SRX4374135,-0.11240072400000001
SRX4374134,0.1749404614
SRX4374138,-1.5030232374999999
SRX4374136,-1.49945475
SRX4374137,-1.1210941881
SRX1091379,0.0272020797
SRX1091380,-0.0564682398
SRX1091377,-0.0078748215
SRX1091378,0.0078748215
SRX4647145,-0.0129735254
SRX4647146,-0.0216545603
SRX4647147,-0.0186437599
SRX4647144,0.0106621981
SRX4647143,0.0097954101
SRX4647142,-0.0204576082
SRX4647155,-0.08850726390000001
SRX4647152,-0.2531383853
SRX4647153,-0.1548448859
SRX4647154,-0.0516879201
SRX4647148,-0.5524402668
SRX4647149,-0.6135887006
SRX4647151,-0.6191810185000001
SRX4647150,-0.7177892962
SRX4647123,-0.0631790759
SRX4647124,-0.0085297289
SRX4647125,0.0717088049
SRX3103185,0.38858893320000004
SRX3103189,0.13148432300000001
SRX3103187,-0.3056022789
SRX3103184,0.0121038288
SRX3103188,0.10160508530000001
SRX3103186,-0.1137089141
SRX1372110,-1.0542332647
SRX1372111,-1.1274569443
SRX1372108,-0.260086823
SRX1372109,0.260086823
SRX4506085,0.1325999985
SRX4506083,0.1867700072
SRX4506089,0.1564318405
SRX4506087,0.10783169050000001
SRX4506077,0.042239808600000005
SRX4506079,-0.0305929864
SRX4506075,0.047316437600000004
SRX4506081,-0.0589632598
SRX4506084,-0.35402270280000003
