,0
gene_id,Rv1028A
name,kdpF
operon,Op671
gene_product,membrane protein KdpF
COG,No COG annotation
regulator,"Rv0328,Rv1776c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1028A"">External Database</a>"
