,0
gene_id,Rv3521
name,Rv3521
operon,Op2204
gene_product,hypothetical protein
COG,Function unknown
regulator,Rv2250c
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3521"">External Database</a>"
