,0
gene_id,Rv3705A
name,Rv3705A
operon,Op2314
gene_product,hypothetical protein
COG,No COG annotation
regulator,"iniR,csoR,trcR,Rv1255c,Rv3249c,kstR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3705A"">External Database</a>"
