,0
gene_id,Rv0403c
name,mmpS1
operon,Op272
gene_product,membrane protein MmpS1
COG,Function unknown
regulator,"Rv0023,Rv0465c,Rv0653c,Rv0767c,trcR,Rv3249c,Rv3736"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0403c"">External Database</a>"
