,0
gene_id,Rv3190A
name,Rv3190A
operon,Op1991
gene_product,hypothetical protein
COG,No COG annotation
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3190A"">External Database</a>"
