,0
gene_id,Rv3231c
name,Rv3231c
operon,Op2027
gene_product,hypothetical protein
COG,No COG annotation
regulator,"Rv0023,Rv0047c,Rv0081,Rv0135c,Rv0465c,csoR,Rv1219c,Rv1353c,Rv1473A,Rv1776c,mbcA,Rv2034,devR,Rv3249c,lsr2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3231c"">External Database</a>"
