,0
gene_id,Rv1621c
name,cydD
operon,Op1022
gene_product,cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydD
COG,Defense mechanisms
regulator,"Rv0328,csoR,Rv2011c,Rv2250c,sigH,lsr2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1621c"">External Database</a>"
