sample,Rv1138a
SRX3995807,-0.3802798678
SRX3995806,0.012302317
SRX3995809,-1.2102281691
SRX3995808,-0.3413435543
SRX4619048,-0.8515069678
SRX4619047,0.0888229604
SRX4619049,-0.4615153885
SRX4619050,-0.20317295870000002
SRX3995804,-0.3122891859
SRX3995805,0.3122891859
SRX5089845,-0.0727766567
SRX5089844,-0.3984550348
SRX5089860,-0.0398137709
SRX5089859,-0.1265740245
SRX5089858,0.1663877954
SRX5089854,-1.2947263033
SRX5089853,-1.4467355874
SRX5089852,-1.546411409
SRX5089856,-0.6221829334
SRX5089855,-0.0984449225
SRX5089857,-0.5288981652
SRX5089868,-1.0521903052
SRX5089866,-0.5199251365
SRX5089867,-0.44178047880000004
SRX5089870,0.3380089846
SRX5089869,0.25583583190000003
SRX5089871,0.3789047681
SRX5089846,-1.1272976146
SRX5089848,-0.8612035759000001
SRX5089847,-0.9026799766
SRX5089849,-0.1844590439
SRX5089850,-0.1119103178
SRX5089851,-0.31091864880000003
SRX5089863,-0.0554464858
SRX5089861,-0.8060919922
SRX5089862,-0.44333153340000003
SRX5089865,0.18013572860000002
SRX5089864,0.41634012810000004
SRX5388955,-0.1405065059
SRX5388957,-0.015782264600000002
SRX5388954,0.054405715
SRX5388956,0.1018830555
SRX5388960,-0.38524296820000004
SRX5388961,0.2894967028
SRX5388959,-0.3420755733
SRX5388958,-0.5054569546000001
SRX5388964,0.23258334490000002
SRX5388965,0.7495207601
SRX5388962,0.581738619
SRX5388963,0.1264587213
SRX6889335,-0.5795116468
SRX6889333,0.5795116468
SRX6810002,0.0450805665
SRX6810004,0.2698323789
SRX6810003,-0.31491294540000003
SRX6810006,1.2429948467
SRX6810005,0.07997831450000001
SRX6810007,-0.3042124154
ERX1818322,0.3452754206
ERX1818321,-0.3452754206
SRX2617830,0.37672376700000004
SRX2617831,0.16671571100000002
SRX2617833,-0.733986892
SRX2617832,-0.3177784832
SRX2617828,-0.29920445500000004
SRX2617827,0.21385521840000002
SRX2617829,0.0853492366
SRX3456119,1.1708967667
SRX3456118,-1.549302315
SRX3456117,0.2919627032
SRX3456101,0.2710495564
SRX3456099,-1.549302315
SRX3456100,1.2782527585
SRX3456107,0.7695973883
SRX3456105,-1.549302315
SRX4374122,-0.6693593839
SRX4374121,-0.0015379508
SRX4374123,-0.1187149235
SRX4374124,0.2707926309
SRX4374125,0.0163574997
SRX4374126,-0.2871501305
SRX4374127,0.304384867
SRX4374128,0.3515879329
SRX4374129,0.1290666695
SRX4374130,-0.0044204985
SRX4374132,-0.39954250010000003
SRX4374131,-0.5646753873
SRX4374133,-0.1652123251
SRX4374135,-1.6019851136
SRX4374134,-1.1902452748
SRX4374138,-0.3107873701
SRX4374136,0.2475835114
SRX4374137,-0.1467825636
SRX1091379,0.6336755457000001
SRX1091380,0.6730603190000001
SRX1091377,-0.42076438450000003
SRX1091378,0.42076438450000003
SRX4647145,-0.1571346701
SRX4647146,-0.2891740996
SRX4647147,-0.28231533410000004
SRX4647144,-0.0786803126
SRX4647143,0.0144917553
SRX4647142,0.0641885573
SRX4647155,-0.0889499096
SRX4647152,-0.16249190530000002
SRX4647153,0.0983009693
SRX4647154,-0.2776223424
SRX4647148,-0.0646529644
SRX4647149,-0.39982299260000004
SRX4647151,-0.489963132
SRX4647150,-0.34334435690000004
SRX4647123,-0.1235507936
SRX4647124,-0.2109743028
SRX4647125,0.3345250964
SRX3103185,0.14593302090000002
SRX3103189,0.2812805452
SRX3103187,0.6226662821
SRX3103184,0.0721740845
SRX3103188,0.5216669138
SRX3103186,-0.5938409983
SRX1372110,-0.5953985424
SRX1372111,-0.5599328632
