,0
gene_id,Rv3573c
name,fadE34
operon,Op2230
gene_product,acyl-CoA dehydrogenase FadE34
COG,Lipid transport and metabolism
regulator,"Rv0081,Rv0302,Rv0348,Rv0674,Rv0678,phoP,trcR,Rv2324,kstR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3573c"">External Database</a>"
