,0
gene_id,Rv3633
name,Rv3633
operon,Op2267
gene_product,hypothetical protein
COG,"Secondary metabolites biosynthesis, transport, and catabolism"
regulator,"Rv0081,Rv0767c,mprA,mprB,trcR,Rv1776c,mbcA,Rv2250c,kstR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3633"">External Database</a>"
