,0
gene_id,Rv2231A
name,vapC16
operon,Op1401
gene_product,ribonuclease VapC16
COG,Function unknown
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2231A"">External Database</a>"
