,0
gene_id,Rv3875
name,esxA
operon,Op2425
gene_product,ESAT-6 protein EsxA
COG,Function unknown
regulator,"Rv0023,Rv0081,Rv0135c,Rv0302,Rv1049,sigE,Rv1353c,pyrR,Rv1776c,lysG,Rv2011c,bkaR,lsr2,whiB6"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3875"">External Database</a>"
