,0
gene_id,Rv3022A
name,PE29
operon,Op1896
gene_product,PE family protein PE29
COG,Function unknown
regulator,"Rv0023,Rv0081,Rv0767c,trcR,marR,Rv2011c,Rv2887,Rv3058c,lsr2,Rv3830c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3022A"">External Database</a>"
