sample,Rv1498A
SRX3995807,0.2049106984
SRX3995806,0.3484869266
SRX3995809,0.0981750022
SRX3995808,0.0923128944
SRX4619048,0.0035932028
SRX4619047,0.30896911790000003
SRX4619049,-0.429311567
SRX4619050,-0.5018864630000001
SRX3995804,-0.01944286
SRX3995805,0.01944286
SRX5089845,-0.8307916362000001
SRX5089844,-0.8504446159
SRX5089860,-0.0834985823
SRX5089859,0.2129299943
SRX5089858,-0.129431412
SRX5089854,0.5393886921000001
SRX5089853,0.6049464647
SRX5089852,0.25794461900000004
SRX5089856,0.038833491000000005
SRX5089855,-0.08758912420000001
SRX5089857,0.0417484222
SRX5089868,1.005572063
SRX5089866,0.9113067803
SRX5089867,1.0371989201
SRX5089870,1.1281915272
SRX5089869,1.0152213301
SRX5089871,1.0874351088
SRX5089846,0.9009404892
SRX5089848,0.9632008398
SRX5089847,1.0321610846
SRX5089849,-0.0145463932
SRX5089850,-0.11390340600000001
SRX5089851,0.1221716989
SRX5089863,1.16425361
SRX5089861,1.3265275517
SRX5089862,1.7778653294
SRX5089865,0.5991404813
SRX5089864,0.5802615919
SRX5388955,-0.0137608246
SRX5388957,0.08206977900000001
SRX5388954,-0.1072279305
SRX5388956,0.0389189761
SRX5388960,-1.7748305961000002
SRX5388961,-1.5527858142
SRX5388959,-1.4525822113
SRX5388958,-1.365290962
SRX5388964,-0.5328770371
SRX5388965,-0.8837877816
SRX5388962,-0.5755342915
SRX5388963,-0.7359795142000001
SRX6889335,0.0745310508
SRX6889333,-0.0745310508
SRX6810002,-0.2973359154
SRX6810004,-0.11357818700000001
SRX6810003,0.41091410240000004
SRX6810006,-0.47363941460000003
SRX6810005,-0.7599528453000001
SRX6810007,-0.2239539253
ERX1818322,-0.3699428214
ERX1818321,0.3699428214
SRX2617830,0.589177328
SRX2617831,0.5719490393000001
SRX2617833,0.30571892900000003
SRX2617832,0.0344754086
SRX2617828,-0.0306846117
SRX2617827,0.19113747150000002
SRX2617829,-0.16045285980000001
SRX3456119,-0.0471257553
SRX3456118,-1.1448213405
SRX3456117,0.0309259004
SRX3456101,0.0460378013
SRX3456099,0.5046476482
SRX3456100,-0.5506854495
SRX3456107,1.2325807817
SRX3456105,1.7639151211000001
SRX4374122,-1.271118161
SRX4374121,-0.9762295649
SRX4374123,-1.1422863873
SRX4374124,-0.057853566
SRX4374125,-0.0540535933
SRX4374126,0.1119071593
SRX4374127,-0.5170915543
SRX4374128,-0.24130237440000002
SRX4374129,-0.2557846532
SRX4374130,-0.2658268654
SRX4374132,-0.0873768867
SRX4374131,0.0055233037
SRX4374133,-0.7617470958
SRX4374135,-1.0023467686
SRX4374134,-0.6340101948
SRX4374138,0.2945737185
SRX4374136,0.1258385491
SRX4374137,0.8038106787
SRX1091379,-0.7512237859
SRX1091380,-0.8650270069
SRX1091377,0.0708771668
SRX1091378,-0.0708771668
SRX4647145,0.20681583320000002
SRX4647146,0.13283899770000002
SRX4647147,0.276114303
SRX4647144,-0.0047988154
SRX4647143,0.0093893452
SRX4647142,-0.004590529800000001
SRX4647155,1.1747735835
SRX4647152,0.9594432405000001
SRX4647153,1.0587266595
SRX4647154,1.3006308522
SRX4647148,1.2086164151
SRX4647149,1.2926087734
SRX4647151,1.0773319964999999
SRX4647150,1.1126013764
SRX4647123,0.0085676612
SRX4647124,-0.0837827094
SRX4647125,0.07521504820000001
SRX3103185,-0.0801133498
SRX3103189,0.4715161386
SRX3103187,-0.4991431053
SRX3103184,0.08448941600000001
SRX3103188,0.2875970053
SRX3103186,-0.3720864213
SRX1372110,0.0569058036
SRX1372111,0.4362505944
SRX1372108,0.1738950512
SRX1372109,-0.1738950512
SRX4506085,0.0705336114
SRX4506083,-0.0075716789
SRX4506089,0.11073745730000001
SRX4506087,-0.0224021552
SRX4506077,0.0429254497
SRX4506079,-0.20574595140000002
SRX4506075,0.1630434905
SRX4506081,-0.0002229887
SRX4506084,1.6888309118
SRX4506086,1.6951125616
SRX4506088,1.6689762716
SRX4506090,1.4883427204
SRX4506078,1.3545691933000001
SRX4506080,1.1613780024
SRX4506082,1.1456551093
SRX4506076,1.3302322497999999
SRX5352221,-0.8393193605
SRX5352223,-0.8414777018
SRX5352222,-1.18440231
SRX5352229,0.27662635890000004
SRX5352227,0.5485497102
SRX5352228,0.3160756313
SRX5352231,-1.3542414412000001
SRX5352232,-1.6854211567
SRX5352230,-1.7732103031
SRX5352225,-1.492190198
SRX5352224,-1.6148862864
SRX5352226,-1.5878976799
SRX5352220,-0.11037619430000001
SRX5352219,0.0116878313
SRX5352218,0.098688363
