,0
gene_id,Rv1532c
name,Rv1532c
operon,Op980
gene_product,hypothetical protein
COG,"Secondary metabolites biosynthesis, transport, and catabolism"
regulator,Rv1353c
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1532c"">External Database</a>"
