,0
gene_id,Rv1366A
name,Rv1366A
operon,Op885
gene_product,hypothetical protein
COG,No COG annotation
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1366A"">External Database</a>"
