,0
gene_id,Rv1207
name,folP2
operon,Op793
gene_product,dihydropteroate synthase
COG,Coenzyme transport and metabolism
regulator,"Rv1049,Rv1473A"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1207"">External Database</a>"
