,-0.09085419539861334,-0.06814064654896,-0.04542709769930667,-0.022713548849653334,0.0,0.022713548849653334,0.04542709769930667,0.06814064654896002,0.09085419539861334,0.11356774424826666,0.13628129309792,0.15899484194757335,0.18170839079722667,0.20442193964688,0.22713548849653337,0.2498490373461867,0.27256258619584,0.2952761350454933,0.31798968389514665,0.3407032327448
thresh,-0.10221096982344,0.10221096982344,2,,,,,,,,,,,,,,,,,
unreg,0,0,8,489,3013,349,18,2,0,0,2,0,2,0,0,0,2,0,0,0
zur,0,0,0,0,4,2,0,0,1,2,9,1,1,0,1,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],['eccA3' 'Rv2059'],[],['Rv0106' 'Rv2990c'],[],[],[],['rpmB2' 'PPE3'],[],[],[]
zur_genes,[],[],[],[],['PPE11' 'Rv1882c' 'Rv0987' 'Rv2060'],['PE_PGRS4' 'PPE20'],[],[],['rpmB1'],['eccE3' 'mycP3'],['espG3' 'eccC3' 'eccB3' 'eccD3' 'Rv0281' 'PPE4' 'esxH' 'esxG' 'PE5'],['rpsR2'],['rpmG1'],[],['rpsN2'],[],[],[],[],[]
