,Value,list
TF,zur,
reg_genes,21,['Rv2060' 'PPE20' 'Rv1882c' 'PPE11' 'rpmB1' 'Rv0987' 'PE_PGRS4']
comp_genes,20,['PPE3' 'Rv2059' 'Rv0106' 'rpmB2' 'eccA3' 'Rv2990c']
both_genes,14,"['esxG' 'eccB3' 'eccD3' 'mycP3' 'eccC3' 'PPE4' 'Rv0281' 'rpsR2' 'PE5'
 'esxH' 'eccE3' 'rpmG1' 'rpsN2' 'espG3']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
