,Value,list
TF,lsr2,
reg_genes,770,"['Rv0859' 'pgk' 'mutA' 'fadH' 'eccC3' 'atpC' 'nanT' 'lppW' 'mmpL7'
 'Rv3207c' 'Rv3415c' 'PPE62' 'Rv2084' 'mmpL4' 'Rv2307c' 'Rv3661' 'rpsN2'
 'rnc' 'pknD' 'dnaA' 'Rv0431' 'Rv3916c' 'Rv0246' 'idsA1' 'nuoJ' 'nuoK'
 'Rv0756c' 'gltD' 'pks15' 'Rv1045' 'irtB' 'Rv3572' 'Rv1205' 'cdsA' 'cbs'
 'rplF' 'narL' 'nadD' 'glfT1' 'ppsD' 'lipY' 'espA' 'mscL' 'smpB' 'nuoL'
 'Rv2137c' 'Rv1465' 'zur' 'ddn' 'Rv0516c' 'Rv0696' 'nuoM' 'pstA1' 'Rv0149'
 'Rv2553c' 'vapC47' 'fabG1' 'PPE67' 'Rv2695' 'narK1' 'nuoF' 'ctpG' 'nuoB'
 'Rv3404c' 'fadD6' 'eccE3' 'cinA' 'qcrC' 'Rv1312' 'Rv1286' 'rpoZ'
 'PE_PGRS25' 'Rv1877' 'Rv2203' 'Rv1883c' 'yrbE4A' 'Rv0887c' 'atpA'
 'Rv1043c' 'eccCb1' 'ilvX' 'cysG' 'Rv1993c' 'Rv2645' 'mycP5' 'Rv1973'
 'ppk2' 'Rv3729' 'cysA1' 'fdhF' 'eccE5' 'Rv0836c' 'PPE18' 'Rv2901c'
 'Rv3289c' 'Rv0176' 'moaX' 'pstC1' 'Rv3844' 'pknG' 'ino1' 'Rv3755c' 'lipF'
 'PE_PGRS32' 'atpH' 'esxC' 'fadD11' 'Rv0814c' 'Rv3727' 'rplT' 'ephA'
 'Rv1403c' 'eccA2' 'fdhD' 'Rv2551c' 'ponA2' 'Rv1204c' 'espG1' 'Rv0443'
 'Rv0476' 'Rv1434' 'atpG' 'ndh' 'Rv3750c' 'Rv0839' 'ispD' 'espG2' 'rplE'
 'Rv1885c' 'mce1B' 'PE_PGRS4' 'Rv2141c' 'accD6' 'moeB2' 'vapB38' 'fadB2'
 'gcvH' 'Rv3510c' 'Rv2342' 'ctaE' 'PPE10' 'aroE' 'vapB47' 'leuS' 'Rv3530c'
 'Rv0575c' 'Rv1989c' 'cdh' 'Rv2693c' 'atpE' 'lgt' 'moaE1' 'nuoA' 'Rv3531c'
 'fadD10' 'PPE38' 'Rv2324' 'dnaN' 'Rv1255c' 'rpmG1' 'whiB4' 'Rv3843c'
 'Rv1319c' 'eccE2' 'cpsY' 'Rv1887' 'papA5' 'mce1F' 'lprM' 'tpi' 'mpa'
 'kdtB' 'Rv3210c' 'Rv2144c' 'Rv3488' 'Rv3780' 'PPE54' 'rpfB' 'tsnR'
 'Rv3033' 'Rv3643' 'mmpL8' '35kd_ag' 'Rv3205c' 'PPE33' 'Rv1979c' 'Rv2957'
 'Rv2563' 'Rv0911' 'pks5' 'cysT' 'Rv1128c' 'acpM' 'Rv3066' 'ctpC' 'Rv1057'
 'Rv2944' 'PE_PGRS49' 'PE13' 'Rv2410c' 'ahpD' 'mmr' 'qcrB' 'galE2' 'espL'
 'Rv2411c' 'mce4B' 'lpqM' 'pks3' 'mce1D' 'nrdI' 'Rv3733c' 'Rv2958c'
 'mce1A' 'sigA' 'Rv2292c' 'Rv1194c' 'Rv1509' 'Rv2951c' 'Rv3920c' 'Rv3629c'
 'mbtK' 'kasA' 'Rv1184c' 'ppsB' 'nuoE' 'rfbD' 'fadB' 'bfrA' 'Rv2743c'
 'fadD24' 'Rv2778c' 'mmpL3' 'Rv3618' 'Rv1804c' 'cysA3' 'Rv3748' 'esxR'
 'rnhB' 'mutB' 'Rv1321' 'mce4A' 'Rv3405c' 'cfp21' 'Rv0306' 'Rv0323c'
 'PE_PGRS19' 'mce3D' 'betP' 'Rv1638A' 'Rv3177' 'frr' 'Rv3485c' 'Rv1220c'
 'echA13' 'Rv3403c' 'rocE' 'Rv2734' 'PE_PGRS26' 'Rv3118' 'Rv3348' 'phyA'
 'espH' 'hemZ' 'atpD' 'PPE4' 'Rv3796' 'TB8.4' 'lysX' 'Rv2826c' 'lppL'
 'Rv0428c' 'Rv2990c' 'rpfA' 'Rv1496' 'Rv3741c' 'Rv2008c' 'Rv2081c'
 'Rv3921c' 'lppT' 'Rv3098c' 'Rv2658c' 'eccD3' 'PPE32' 'Rv3860' 'infC'
 'Rv1672c' 'PPE19' 'papA3' 'mce3F' 'qcrA' 'drrB' 'Rv3645' 'Rv0010c'
 'PE_PGRS54' 'Rv3745c' 'Rv3856c' 'yrbE1B' 'rpmD' 'esxH' 'Rv0739' 'rplR'
 'Rv1337' 'Rv2136c' 'egtD' 'PE32' 'mobA' 'papA1' 'pstS1' 'Rv2943A' 'esxO'
 'sahH' 'Rv2559c' 'mce3B' 'fadD23' 'Rv3847' 'PPE12' 'prpD' 'Rv2765'
 'Rv2777c' 'PPE56' 'Rv1289' 'clgR' 'PPE21' 'arsC' 'higA' 'eccCa1' 'esxP'
 'mesT' 'mce1R' 'espE' 'mce3A' 'deoC' 'PPE68' 'purT' 'eccB1' 'nusG' 'esxA'
 'lpqR' 'htrA' 'Rv2659c' 'lppU' 'argA' 'cyp141' 'Rv1615' 'Rv1767' 'Rv1358'
 'Rv2454c' 'lepB' 'subI' 'Rv2023c' 'Rv0175' 'rne' 'Rv2699c' 'rpfC'
 'Rv2642' 'PPE17' 'Rv0430' 'PE29' 'Rv3735' 'desA1' 'rpsE' 'fbiA' 'cycA'
 'Rv3583c' 'vapC15' 'Rv0248c' 'Rv2664' 'yrbE3B' 'mce3C' 'Rv1816' 'drrC'
 'nuoC' 'fadE17' 'pgsA3' 'Rv3631' 'fadD5' 'Rv1491c' 'eccE1' 'Rv3749c'
 'esxF' 'Rv0634c' 'kasB' 'fadD26' 'PE_PGRS20' 'Rv1974' 'adoK' 'lipU'
 'trpB' 'Rv2971' 'Rv0034' 'Rv2082' 'Rv3382c' 'Rv3788' 'espK' 'Rv3192'
 'rplS' 'ppsC' 'Rv3644c' 'nuoH' 'mez' 'Rv0024' 'PPE29' 'Rv2409c' 'Rv2657c'
 'cyp138' 'Rv1364c' 'Rv3165c' 'Rv2472' 'Rv3529c' 'Rv0565c' 'Rv0560c'
 'moeB1' 'Rv1882c' 'Rv2021c' 'garA' 'PPE46' 'cysS1' 'PE_PGRS56' 'espC'
 'pks13' 'Rv1101c' 'Rv0077c' 'sigD' 'whiB3' 'Rv1075c' 'Rv0025' 'secE1'
 'lppK' 'esxE' 'Rv3238c' 'lysS' 'nuoN' 'Rv2147c' 'gap' 'Rv2721c' 'PPE14'
 'bisC' 'fas' 'Rv2656c' 'PPE27' 'hddA' 'rpsN1' 'vapC36' 'Rv3660c' 'hsaD'
 'Rv3888c' 'Rv3900c' 'Rv2732c' 'PPE8' 'tgs2' 'cydA' 'Rv1482c' 'Rv0326'
 'Rv0059' 'lppE' 'fadD29' 'mpt64' 'Rv0477' 'rhlE' 'nirB' 'icd1' 'PPE60'
 'hsaC' 'Rv0250c' 'dnaB' 'echA14' 'Rv3231c' 'moxR3' 'Rv0517' 'Rv3680'
 'esxG' 'Rv2309A' 'Rv3861' 'cyp135B1' 'PE9' 'vapC14' 'Rv1508A' 'inhA'
 'PE27' 'proC' 'mazF6' 'Rv2209' 'Rv2191' 'Rv0919' 'Rv2953' 'espG3'
 'Rv1673c' 'trpA' 'phoR' 'lysG' 'gltB' 'lppB' 'lppX' 'fadD28' 'Rv2694c'
 'Rv2952' 'atpB' 'Rv0060' 'eccA5' 'Rv3899c' 'Rv3237c' 'thyA' 'csd'
 'Rv0888' 'Rv3191c' 'esxL' 'mycP2' 'Rv3311' 'Rv2927c' 'fadD32' 'Rv1508c'
 'bfrB' 'glnA1' 'Rv3612c' 'mmpL10' 'gmk' 'marR' 'Rv0078' 'gmhB' 'cydD'
 'esxK' 'Rv1771' 'PPE2' 'PPE34' 'snzP' 'rplA' 'Rv0433' 'Rv0177' 'ftsX'
 'Rv1453' 'gid' 'Rv1490' 'Rv0910' 'PPE35' 'Rv1461' 'Rv0830' 'PE19'
 'Rv3064c' 'Rv2294' 'Rv2617c' 'pstS2' 'nuoG' 'rpsH' 'Rv1115' 'rpmB1'
 'PPE1' 'PE_PGRS35' 'rubA' 'parA' 'PE5' 'Rv1794' 'Rv2618' 'Rv2060' 'murI'
 'Rv1192' 'Rv0247c' 'Rv1145' 'Rv1362c' 'Rv3821' 'Rv0148' 'Rv1320c'
 'Rv3218' 'PPE23' 'Rv0249c' 'Rv3413c' 'Rv1498c' 'cysW' 'pstC2' 'Rv0790c'
 'Rv0807' 'esxD' 'Rv0193c' 'Rv0791c' 'nadE' 'Rv3784' 'Rv1463' 'PPE42'
 'Rv2926c' 'Rv0073' 'mycP3' 'PE_PGRS13' 'lppO' 'vapB15' 'yrbE4B' 'espD'
 'Rv0207c' 'Rv1996' 'lpqE' 'rfbE' 'ppsE' 'Rv2307A' 'mmpL5' 'Rv3190c'
 'ctpE' 'sapM' 'Rv1828' 'cysA2' 'Rv3193c' 'PPE25' 'rplK' 'PE1' 'pepR'
 'glnQ' 'Rv3099c' 'Rv1976c' 'lipQ' 'Rv3740c' 'Rv2663' 'Rv1044' 'sucC'
 'Rv1977' 'nrdE' 'Rv1972' 'higB' 'fadD25' 'dapC' 'hsp' 'mmpL2' 'pstA2'
 'fcoT' 'eccB3' 'PE35' 'Rv0831c' 'PPE22' 'celA1' 'eccA1' 'tatB' 'trpG'
 'Rv1645c' 'Rv1813c' 'glyS' 'PPE5' 'Rv2422' 'erg3' 'Rv1957' 'Rv1466'
 'Rv1975' 'rnpA' 'Rv0042c' 'prpC' 'Rv2451' 'Rv3822' 'rho' 'glnH' 'trpD'
 'acpA' 'Rv3249c' 'fadD18' 'wag31' 'Rv0047c' 'Rv1356c' 'esxV' 'idsB'
 'PPE55' 'pncB2' 'fadD34' 'mmpL9' 'eccD2' 'Rv1510' 'Rv1375' 'aglA'
 'Rv2644c' 'Rv0845' 'nat' 'parB' 'accD4' 'Rv2455c' 'Rv1005c' 'def'
 'Rv0072' 'Rv1566c' 'efpA' 'PPE20' 'Rv0364' 'sucD' 'fhaA' 'Rv1754c'
 'Rv1616' 'nuoD' 'Rv0654' 'ctaC' 'rplO' 'Rv0502' 'TB18.6' 'Rv2435c' 'alaS'
 'lipN' 'Rv3802c' 'moaB1' 'Rv3486' 'papA2' 'lprK' 'Rv1810' 'prpR' 'Rv1937'
 'moaC1' 'plcB' 'PPE53' 'Rv3922c' 'Rv2219A' 'lppA' 'Rv2970A' 'Rv2190c'
 'Rv0837c' 'PE3' 'Rv3406' 'PE_PGRS57' 'Rv2067c' 'Rv2731' 'pks1' 'plcA'
 'recF' 'Rv2560' 'Rv0823c' 'Rv2310' 'Rv1433' 'Rv0178' 'PE_PGRS50' 'drrA'
 'alkB' 'Rv1303' 'Rv0076c' 'Rv3787c' 'Rv0740' 'mce1C' 'rphA' 'Rv2337c'
 'rubB' 'Rv0325' 'PE_PGRS38' 'vapC18' 'PPE6' 'lpqG' 'eccA3' 'Rv3786c'
 'mce4C' 'sodC' 'espF']"
comp_genes,46,"['Rv2491' 'PPE57' 'Rv3114' 'fadD30' 'Rv3377c' 'PPE36' 'PPE59' 'PE22'
 'Rv1574' 'PPE58' 'bpoA' 'Rv2307B' 'Rv1502' 'Rv1501' 'Rv3902c']"
both_genes,31,"['moeW' 'moaA1' 'Rv2336' 'Rv2956' 'whiB2' 'Rv0986' 'Rv3424c' 'Rv2492'
 'umaA' 'Rv1507c' 'Rv2949c' 'bioF2' 'mmpS4' 'gca' 'Rv1505c' 'gmhA'
 'Rv1506c' 'Rv2929' 'Rv3378c' 'Rv2959c' 'Rv2022c' 'tesA' 'Rv0988'
 'Rv1948c' 'pks6' 'Rv3528c' 'Rv1507A' 'Rv0455c' 'Rv1500' 'Rv2808' 'Rv0987']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
