,0
gene_id,Rv1636
name,TB15.3
operon,Op1032
gene_product,iron-regulated universal stress protein
COG,Signal transduction mechanisms
regulator,"whiA,Rv2250c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1636"">External Database</a>"
