,0
gene_id,Rv2740
name,ephG
operon,Op1731
gene_product,epoxide hydrolase
COG,"Secondary metabolites biosynthesis, transport, and catabolism"
regulator,"Rv1719,Rv3249c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2740"">External Database</a>"
