,0
gene_id,Rv0063a
name,Rv0063a
operon,Op43
gene_product,hypothetical protein
COG,No COG annotation
regulator,<i>Not Available</i>
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0063a"">External Database</a>"
