sample,Rv0063a
SRX3995807,-0.061988223200000005
SRX3995806,0.3585198623
SRX3995809,0.36835593650000004
SRX3995808,0.5750828198
SRX4619048,0.36754898140000003
SRX4619047,0.6832979521
SRX4619049,0.3898415283
SRX4619050,0.3357418652
SRX3995804,-0.0229520164
SRX3995805,0.0229520164
SRX5089845,0.270184343
SRX5089844,0.1062290973
SRX5089860,-0.0646046914
SRX5089859,0.1287535396
SRX5089858,-0.0641488483
SRX5089854,1.3151377838
SRX5089853,1.2075743285
SRX5089852,1.2754727783
SRX5089856,-0.013438033
SRX5089855,-0.0162920574
SRX5089857,-0.1496744416
SRX5089868,1.7827161812
SRX5089866,1.741234639
SRX5089867,1.5861102417000001
SRX5089870,-0.4506415446
SRX5089869,-0.13925178200000002
SRX5089871,0.060082391000000006
SRX5089846,1.4054659091000001
SRX5089848,1.1444607129
SRX5089847,1.2243517183
SRX5089849,-0.2607533503
SRX5089850,-0.20974788930000002
SRX5089851,-0.025489574100000002
SRX5089863,1.6834758001
SRX5089861,1.7974530421
SRX5089862,2.0116035755
SRX5089865,-0.2842653301
SRX5089864,-0.35745082170000003
SRX5388955,-0.1163952622
SRX5388957,0.0010631948
SRX5388954,0.1240344342
SRX5388956,-0.008702366900000001
SRX5388960,2.1814257453
SRX5388961,2.3699527651
SRX5388959,2.2307392519
SRX5388958,2.1782529474
SRX5388964,1.2111466597
SRX5388965,1.4041465165
SRX5388962,1.2891587044000001
SRX5388963,1.0702412478
SRX6889335,-0.0196893473
SRX6889333,0.0196893473
SRX6810002,0.039909798100000005
SRX6810004,6.8742e-06
SRX6810003,-0.039916672300000004
SRX6810006,1.0701951634
SRX6810005,1.3581158314000001
SRX6810007,1.7907942407
ERX1818322,0.0405949491
ERX1818321,-0.0405949491
SRX2617830,-0.7616765422
SRX2617831,-0.702353016
SRX2617833,0.2703569473
SRX2617832,0.2017594323
SRX2617828,0.0334250023
SRX2617827,0.2765157319
SRX2617829,-0.3099407343
SRX3456119,0.4514622166
SRX3456118,-0.2719886091
SRX3456117,0.2457694008
SRX3456101,0.3094662796
SRX3456099,0.10798267600000001
SRX3456100,-0.4174489555
SRX3456107,-0.8556089123
SRX3456105,-0.7156379591
SRX4374122,0.6879348622
SRX4374121,0.6886549042
SRX4374123,0.1565150565
SRX4374124,-0.1312823614
SRX4374125,-0.035722452
SRX4374126,0.1670048133
SRX4374127,0.46546502840000004
SRX4374128,0.6871167385
SRX4374129,0.14914424580000002
SRX4374130,-0.4924091694
SRX4374132,-1.0898306283
SRX4374131,-0.2865759726
SRX4374133,0.3108909268
SRX4374135,0.4703844305
SRX4374134,0.8259001545
SRX4374138,-0.901545947
SRX4374136,-0.6383955002
SRX4374137,-0.7836161814
SRX1091379,-1.0615511362
SRX1091380,-1.2080559333
SRX1091377,0.1256797613
SRX1091378,-0.1256797613
SRX4647145,-0.08040450760000001
SRX4647146,-0.1535863439
SRX4647147,-0.1207308806
SRX4647144,0.0471386881
SRX4647143,-0.0335446059
SRX4647142,-0.013594082300000001
SRX4647155,0.0394028226
SRX4647152,-0.049040210300000005
SRX4647153,0.0670122282
SRX4647154,0.2187796442
SRX4647148,-0.3807387821
SRX4647149,-0.5170452177
SRX4647151,-0.4961356243
SRX4647150,-0.4799683504
SRX4647123,-0.042229595200000004
SRX4647124,0.1137699171
SRX4647125,-0.071540322
SRX3103185,0.042367573400000004
SRX3103189,0.09417392670000001
SRX3103187,-0.1161170386
SRX3103184,-0.0136151814
SRX3103188,0.2610543715
SRX3103186,-0.2474391901
SRX1372110,-0.14321922310000001
SRX1372111,-0.5137966216000001
SRX1372108,0.2372629708
SRX1372109,-0.2372629708
SRX4506085,0.058002039500000005
SRX4506083,0.0690235408
SRX4506089,-0.0113834304
SRX4506087,-0.0946222429
SRX4506077,0.0953671988
SRX4506079,-0.0393857681
SRX4506075,-0.0219933424
SRX4506081,-0.033988088300000004
SRX4506084,-0.7865365526
SRX4506086,-0.9533524581
SRX4506088,-0.7986633091
SRX4506090,-0.8765569348000001
SRX4506078,-0.9102976058000001
SRX4506080,-0.7787533783
SRX4506082,-1.0874760933
SRX4506076,-0.7566300106
SRX5352221,-0.3266331121
SRX5352223,-0.4706029505
SRX5352222,-0.9129393316000001
SRX5352229,0.4946851774
SRX5352227,0.5841925734
SRX5352228,0.35766084600000003
SRX5352231,-0.9949504005
SRX5352232,-1.2501483657999999
SRX5352230,-0.8989564430000001
SRX5352225,0.7878229631
SRX5352224,0.3722496918
SRX5352226,0.32582097720000003
SRX5352220,-0.0409602229
SRX5352219,0.1740291884
SRX5352218,-0.1330689655
SRX4498228,0.2298969321
SRX4498224,0.152125957
SRX4498230,0.3538322937
SRX4498226,0.32708843530000004
SRX4498218,-0.0509079859
SRX4498216,0.0403782939
SRX4498220,0.0566700165
SRX4498222,-0.0461403245
SRX4498225,-0.2369358641
SRX4498227,-0.14373623100000002
SRX4498231,-0.5000512539
SRX4498229,-0.4341716277
SRX4498217,-0.2530335005
SRX4498221,-0.1629782663
SRX4498219,-0.3584435682
SRX4498223,-0.3210732694
SRX5079928,-0.27146467620000003
SRX5079930,0.1889165
SRX5079929,0.11101153500000001
SRX5079923,-0.188902078
SRX5079924,-0.3197172056
SRX5079922,-0.28855689
SRX5079920,0.0657031495
SRX5079921,0.047355384
SRX5079919,-0.1130585335
SRX5079926,0.1514750568
SRX5079925,0.2614065632
SRX5079927,-0.019206797600000002
SRX894005,-0.9560543640000001
SRX894004,-1.2320081701
SRX894006,-1.0939617068
SRX893999,0.0944295228
SRX894000,0.0455643057
SRX893998,-0.1399938285
SRX4647489,0.1051234758
SRX4647490,-0.1051234758
SRX4647492,0.025584392600000002
SRX4647491,0.1176558439
SRX4647496,-0.7068997117
SRX4647495,-0.6402311457000001
SRX4647499,-0.0533851152
SRX4647500,-0.19036414200000001
SRX4647493,-0.3410210946
SRX4647494,-0.6744492525
SRX4647497,-0.2943555276
SRX4647498,-0.4372649823
SRX4505482,-0.24835088600000002
SRX4505486,-0.0190318375
SRX4505484,-0.2341032822
SRX4505473,0.0303316088
