,-0.06561377535005458,-0.039368265210032755,-0.013122755070010927,0.0131227550700109,0.03936826521003273,0.06561377535005455,0.09185928549007638,0.11810479563009821,0.14435030577012004,0.17059581591014186,0.1968413260501637,0.2230868361901855,0.24933234633020734,0.2755778564702292,0.301823366610251,0.3280688767502728,0.35431438689029465,0.3805598970303165,0.4068054071703383,0.4330509173103601
thresh,-0.0787365304200655,0.0787365304200655,2,,,,,,,,,,,,,,,,,
unreg,1,35,2055,1737,54,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0
ricR,0,0,2,3,0,1,2,0,0,0,0,1,3,0,1,1,0,0,0,0
unreg_genes,[],[],[],[],[],[],['Rv2654c'],['Rv1812c' 'Rv0968' 'ctpV'],['csoR'],[],['Rv1813c'],[],[],[],[],[],[],[],[],[]
ricR_genes,[],[],['bglS' 'csd'],['Rv3074' 'Rv3776' 'Rv1378c'],[],['Rv2962c'],['purU' 'ricR'],[],[],[],[],['Rv0846c'],['cysK2' 'Rv2963' 'Rv0849'],[],['mymT'],['lpqS'],[],[],[],[]
