,Value,list
TF,ricR,
reg_genes,14,['bglS' 'Rv3776' 'Rv2962c' 'Rv1378c' 'Rv3074' 'csd']
comp_genes,14,['Rv1812c' 'Rv1813c' 'csoR' 'Rv0968' 'Rv2654c' 'ctpV']
both_genes,8,['ricR' 'Rv2963' 'purU' 'Rv0846c' 'Rv0849' 'mymT' 'cysK2' 'lpqS']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
