,0
gene_id,Rv2220
name,glnA1
operon,Op1392
gene_product,glutamine synthetase
COG,Amino acid transport and metabolism
regulator,"Rv0023,Rv0047c,Rv0081,Rv0678,Rv1049,sigE,Rv1473A,Rv1719,Rv1816,Rv2250c,Rv3249c,lsr2,Rv3830c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2220"">External Database</a>"
