,0
gene_id,Rv3566A
name,Rv3566A
operon,Op2227
gene_product,hypothetical protein
COG,No COG annotation
regulator,Rv3249c
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3566A"">External Database</a>"
