,0
gene_id,Rv2802c
name,Rv2802c
operon,Op1769
gene_product,arginine/hypothetical protein
COG,Function unknown
regulator,"Rv0302,devR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2802c"">External Database</a>"
