,A,whiB7
SRX3103189,-1.6414262158000001,-0.661220031
SRX3103187,-1.7301553735000001,-0.4734543311
SRX3103184,1.1445903429,0.6846919775
SRX3103188,-0.3823554964,0.07288262250000001
SRX3103186,-0.7622348465000001,-0.7575746001
SRX1372110,-0.5375220699000001,-0.9154691554000001
SRX1372111,-0.2645103802,-1.2117207278
SRX1372108,1.1534775822,0.0348697631
SRX1372109,-1.1534775822,-0.0348697631
SRX4506085,0.1712820566,0.0604065067
SRX4506083,0.2111337278,0.1184082461
SRX4506089,0.3889760191,0.0418303693
SRX4506087,0.4968843934,0.0639520887
SRX4506077,-0.0435205316,-0.0797549448
SRX4506079,0.3186229803,-0.0253842877
SRX4506075,-0.6223389635000001,0.0968086376
SRX4506081,0.3472365148,0.0083305949
SRX4506084,2.4389396207000003,0.22497159
SRX4506086,2.1825697481,0.2660122025
SRX4506088,2.4178208562,0.325234962
SRX4506090,2.6934847546,0.1420860223
SRX4506078,0.6912489259,-0.6608602359
SRX4506080,0.3965599962,-0.465202975
SRX4506082,0.8706894365000001,-0.5066588721
SRX4506076,0.3433876233,-0.6495186202000001
SRX5352221,0.46468265340000003,-1.4190694924
SRX5352223,0.4484161014,-0.821829223
SRX5352222,0.2298102814,-0.6691989855
SRX5352229,4.1221866972,1.0952864953
SRX5352227,4.5284984294,1.3163320327
SRX5352228,4.2887917587,0.7517564335
SRX5352231,3.0789468033,-0.9584448611
SRX5352232,3.608440626,-0.6561108866
SRX5352230,2.6392211208000003,-1.6453979538999999
SRX5352225,0.49091102610000004,-2.5332897615
SRX5352224,1.6994550553,-0.4631702204
SRX5352226,2.0073596112,-0.6851112689000001
SRX5352220,-0.0122541812,0.15866878010000002
SRX5352219,0.0514150408,-0.0024417598
SRX5352218,-0.0391608596,-0.15622702030000002
SRX4498228,0.039025625700000004,-0.017349664100000002
SRX4498224,-0.4467694076,-0.1256178207
SRX4498230,0.3741354743,0.30516466800000003
SRX4498226,0.1130683279,0.0227740668
SRX4498218,-0.0688758028,0.20398558700000002
SRX4498216,0.3179241216,-0.0219856322
SRX4498220,-0.1352297643,-0.057683634000000004
SRX4498222,-0.1138185545,-0.1243163208
SRX4498225,2.0520908935,0.3204971438
SRX4498227,2.1047865597,0.346115883
SRX4498231,1.8222529873000002,0.27348193600000004
SRX4498229,2.0688881432,0.2428521046
SRX4498217,2.2152867208,0.1527656299
SRX4498221,1.8155598805,-0.0152143485
SRX4498219,2.1268423373,0.2278092465
SRX4498223,2.2354413322,0.075969094
SRX5079928,-0.2412718855,-0.4301000522
SRX5079930,-0.2621745647,-0.7238123886000001
SRX5079929,-0.2897651791,-0.4390050794
SRX5079923,-0.0019409592,-0.1859209016
SRX5079924,-0.2037778567,-0.6930952494
SRX5079922,0.2996134013,-0.3131389168
SRX5079920,0.1264092635,0.13178772390000001
SRX5079921,-0.1777093058,-0.16288621690000002
SRX5079919,0.0513000424,0.031098493
SRX5079926,-0.15267033870000002,-0.4425871833
SRX5079925,-0.0186994647,-0.4958495737
SRX5079927,-0.1663668579,-0.39189732180000003
SRX894005,-6.5607950147,-2.9128085927000003
SRX894004,-7.0436149656,-2.7359154004
SRX894006,-7.8552073461,-3.0448208573
SRX893999,-0.18754401880000002,-0.0979333117
SRX894000,-0.0282243681,0.1351659475
SRX893998,0.215768387,-0.037232635800000004
SRX4647489,-0.5266530141,-0.2264197822
SRX4647490,0.5266530141,0.2264197822
SRX4647492,-0.1628556613,-0.17340185230000002
SRX4647491,0.0368226532,0.1382380805
SRX4647496,-0.6593509303,0.09734318630000001
SRX4647495,-0.7637552348000001,-0.0378357557
SRX4647499,-0.4494671179,0.1082313203
SRX4647500,-0.060155845900000005,0.24983537090000002
SRX4647493,-1.2643688991,-0.2490019161
SRX4647494,-1.201887518,0.28675611840000004
SRX4647497,-0.5849490333,-0.1405398785
SRX4647498,-0.4420313856,0.2004698464
SRX4505482,-0.27125396,-0.026180945400000002
SRX4505486,0.5127665285,-0.1047964649
SRX4505484,-0.6357376613,0.0586148835
SRX4505473,0.3476749255,-0.12424211140000001
SRX4505476,-0.052585263300000004,0.2435248028
SRX4505480,0.32654073650000004,-0.0204635997
SRX4505478,-0.0510560261,-0.0347227291
SRX4505474,-0.222899447,-0.188338474
SRX4505483,-2.0657866259,-0.634079743
SRX4505485,-2.2214997896,-0.6404413508
SRX4505487,-2.3328099778,-0.4448634474
SRX4505488,-1.8015393681,-0.4425018425
SRX4505481,-2.1751345721,-0.6245455297
SRX4505477,-1.7250647828,-0.6801976642
SRX4505475,-1.6573034771000001,-0.6404084703
SRX4505479,-2.2240738048,-0.5654017875
SRX4605773,-0.2154577007,0.2331140486
SRX4605774,-0.0897979285,-0.4093250275
SRX4605772,-0.1527376519,0.11371872920000001
SRX4605771,0.1527376519,-0.11371872920000001
SRX5178871,0.2556412011,0.9470776839
SRX5178872,0.120550928,0.6538521493
SRX5178868,0.4317038369,0.0508683159
SRX5178870,-0.1776326434,0.12368303380000001
SRX5178869,-0.2540711935,-0.1745513497
ERX1404045,-0.5298128878,-0.7915439511
ERX1404046,0.5298128878,0.7915439511
ERX1404043,-0.8501955639000001,-0.7394986628
ERX1404044,-0.0081266874,0.1970503171
ERX237502,-0.0890830158,-1.3860560359
ERX237505,0.20341631670000002,-0.6281152768
ERX237506,-0.35856461970000003,-2.638134842
ERX237500,1.6014270093,-2.3739660063
ERX237497,2.3132377011,-1.7700657988000001
ERX237499,2.3989414671000002,-1.0667061008
ERX237507,0.5422415366000001,0.5941854411
ERX237496,-0.1807575381,-0.2940214586
ERX237504,-0.3614839985,-0.30016398250000004
ERX3772318,-0.1254538902,0.3402710185
ERX3772320,-0.1129504281,0.34817915520000003
ERX3772319,0.2937664544,0.4980995897
ERX3772321,-0.2431466147,-0.20488455730000002
ERX3772322,0.2932421068,-0.2565716629
ERX3772323,-0.0500954921,0.4614562202
SRX4314262,-0.2237156013,-0.1052442751
SRX4314263,-0.0945673218,-0.0698874783
SRX4314261,0.3182829232,0.1751317534
SRX4314265,-0.9917519661,-0.5876507266000001
SRX4314266,-0.28193495960000003,-0.44975816430000004
SRX4314264,-1.8051959397,-0.6607790234
SRX4314268,-1.7844691681,-0.8902674734
SRX4314267,-1.9251316176,-1.3040825748
SRX4314271,-1.983442206,-1.3838343113
SRX4314272,-1.994846753,-0.8553527274
SRX4314275,-0.9040760997,-0.3552628621
SRX4314274,-0.8008637451,-0.5034725329
SRX4314273,-1.2460672915,-1.0175763519
SRX4314278,-0.4317521472,0.1666321919
SRX4314276,-0.6422617172,0.18373188740000002
SRX4314281,-0.3170288766,0.5210852996
SRX4314279,-0.9646484158,-0.3299166965
SRX4314280,-0.3527567575,-0.1315673402
SRX4314284,-0.8997567688,-0.0013009851
SRX4314283,-1.3458550316,0.1018791249
SRX4314282,-1.216361339,0.1609879381
SRX4314293,-0.9897361825000001,0.0902100889
SRX4314292,2.4452224947,0.0974294186
SRX4314291,1.1600982237,-0.0324637138
SRX4314297,3.5552656154999998,1.3426103829
SRX4314298,3.4347704065,0.7806367337
SRX4314299,4.2141820923,1.0883011987
SRX4314302,5.8603431615,1.2327555113
SRX4314301,2.8893491732000003,0.6967270765
SRX4314300,4.1138170073,1.1646976205
SRX4314305,6.9906170049,1.8018601307000002
SRX4314304,2.9327512118,1.3997034893
SRX4314303,3.6687828761,1.4732325858
SRX4314309,3.5392173148,0.8825666377
SRX4314306,2.9318489707,0.7777445785
SRX4314308,5.1596649947,1.3980897073
SRX4314307,1.8150240036,0.9152734412
SRX4314311,7.3320478132,1.1655511093
SRX4314317,2.3511800596,0.2819259229
SRX4314316,1.1710261911,-0.4864076646
SRX4314318,2.6797344796,0.010991530400000001
SRX4314319,2.1086356419,-0.36787623950000004
SRX4314331,1.5306552055,0.8027136583000001
SRX4314330,1.2291705481,1.1394924906
SRX4314332,1.5670001443000001,0.9197162483
SRX4314335,2.7795585094,1.1681278473
SRX4314334,3.5122800733,1.4661812645
SRX4314333,2.6570627427,1.1397403144
SRX4314338,4.5881798588,1.7581527303
SRX4314336,4.9140701574,1.5020372774
SRX4314337,5.9306949124,2.041639472
SRX4314339,3.9396042961,1.0667523221
SRX4314340,4.7702151418,1.6880567951
SRX4314341,3.6487304053000003,1.0338817757
SRX3686762,2.8201819307,1.1006863618
SRX3686763,2.8563965489000003,1.0334363517
SRX3686761,2.7199094709000002,0.48423218300000004
SRX3686765,1.5029164377000002,0.4412806338
SRX3686769,1.2887368377000001,-0.0432883067
SRX3686766,0.5210528251000001,-0.2153049196
SRX3686768,0.5075533936000001,-0.0248221673
SRX3686764,1.0558611806,0.35395688810000003
SRX3686767,0.9175576719,0.023458790900000002
SRX3686788,0.6110166697,0.0902713869
SRX3686791,-0.9505975784,-0.1270234703
SRX3686792,0.08417516550000001,0.24504159690000002
SRX3686793,0.5239008757,-0.7037102012
SRX3686790,-0.5767747189,-0.18238934340000001
SRX3686789,0.3082795864,0.6778100311
SRX3686829,1.7323434338,0.2304560712
SRX3686830,1.974337973,0.2357141668
SRX3686828,1.8599968308000001,0.1076182499
SRX3686819,2.6394243123,1.2348691508
SRX3686818,2.3659179297,1.1763179176
SRX3686817,2.7275562528,1.3815446854
SRX3686822,2.3629576486,2.3644444186999998
SRX3686820,3.0615277655,2.3038307437
SRX3686821,2.8025342366,2.4007327812
SRX3686743,2.5117218469,0.5916925575
SRX3686744,2.5131881353,0.7753593713
SRX3686745,2.3833951063,0.3651822617
SRX3686772,2.232240359,1.4076433232
SRX3686770,1.3387561474,0.7548609216000001
SRX3686771,1.7358648889000001,1.0447101332
SRX3686794,-0.7170260535,0.7702235106
SRX3686796,1.4702608969,0.3498064944
SRX3686751,2.6285931845,0.6967161578000001
SRX3686749,2.3310755985,0.5839129412
SRX3686750,2.5947489912,0.6164182842
SRX3686778,3.2182298748,1.3776710456
SRX3686777,3.4713858937,1.3797169014000001
SRX3686776,3.0727756233,1.2912487138
SRX3686800,1.7746728653,0.6184509741
SRX3686801,1.7810682282,0.500445433
SRX3686755,2.1832511028,-0.33886121150000004
SRX3686757,1.748871749,0.44652244350000003
SRX3686756,2.1894340684,0.5149181001
SRX3686784,3.8826720895999998,1.4001267483
SRX3686783,3.5218187346,1.0828150561
SRX3686782,3.0779349688,1.0660965464
SRX3686809,1.9414719285,0.5038603112
SRX3686807,1.9871355664,0.3581379764
SRX3686808,2.0548703705,0.5313868453
SRX3686787,3.9784407604,2.3185637013
SRX3686786,4.4231591108,2.3032087235
SRX3686785,3.9606670144000002,2.4541775171999998
SRX3686799,1.8053217780000002,0.3246026785
SRX3686797,1.9324671472000001,0.47755781010000004
SRX3686798,2.0867602621,0.42011160900000005
SRX3686746,2.7444653966,0.8780050459000001
SRX3686748,2.7016336922,1.1276578577
SRX3686747,2.8704167467,0.8069135721
SRX3686773,2.3159824464,1.1611189425
SRX3686774,2.5147445114,1.4137432598
SRX3686775,2.4060622344,1.2664426115
SRX3686754,3.0031667793,0.8820890397000001
SRX3686753,3.4555693776,1.1694498678
SRX3686752,3.4261498502,1.2701564575
SRX3686780,4.1206179027,1.8330491619
SRX3686779,3.1020265685,1.9216150343
SRX3686781,3.4931888722,1.7983760615
SRX3686806,2.5455336203,1.0590360122
SRX3686805,2.7027063143000003,0.7029822845
SRX3686758,3.2017126848,1.6305462743999999
SRX3686760,2.9003783632999998,1.3819203553000001
SRX3686759,2.8332513302,1.2132103546
SRX3686810,3.0602028591,1.7573045242
SRX3686811,3.0977016171,1.6545518655
SRX3686812,3.4821813081,1.7719950822000001
SRX3686813,3.3655396771,0.8002023797000001
SRX3686815,3.7521880086,1.8959211064
SRX3686816,3.8349356037,1.5464334324
SRX3686823,3.2882042523,0.7664188122000001
SRX3686824,2.6937966498,0.8136241121000001
SRX3686825,3.4670827919000002,1.8249773029
SRX3686827,3.6023358047,2.0586634565
SRX3686826,3.0661716225,1.7699178634
SRX7054191,-0.2294122697,-0.22641013070000002
SRX7054189,-0.4291262966,-0.1651903716
SRX7054190,0.6585385663000001,0.39160050230000004
SRX7054193,0.9003630934,0.7650994571
SRX7054192,-0.6338698077,0.7683331880000001
SRX7054194,-1.0543830874,0.8304357449
SRX4506284,20.5198892348,4.6997923769
SRX4506280,20.0291632434,4.6127496929
SRX4506282,19.7461195975,4.5729632272
SRX4506278,19.7452372229,4.674257755
SRX4506274,-0.1832294216,-0.0833523714
SRX4506273,0.3347320938,-0.0679292764
SRX4506271,-0.2283247891,0.1039127437
SRX4506276,0.0768221169,0.047368904100000005
SRX4506283,-0.7796227109,0.5114173968
SRX4506279,-0.3660389767,0.5730374822000001
SRX4506285,-0.4107742755,0.4765027645
SRX4506281,-0.5344134165000001,0.5391432448
SRX4506275,-0.1192083426,0.1469985409
SRX4506277,0.0070949315,0.1636242958
SRX4506272,-0.3739984907,0.3320121823
SRX2923393,-0.0875706609,0.0710136848
SRX2923394,0.0875706609,-0.0710136848
SRX2923398,5.0838496419,1.9076886061
SRX2923397,5.4456646258,2.7242100415
SRX2923395,6.4159261504,1.2398702219
SRX2923396,6.6383391735,1.1780373252
SRX2923400,1.4417715086,-1.3830616458
SRX2923401,0.379408501,-1.2948048781
SRX2923403,4.6667584321,-0.018817626100000002
SRX2923402,5.396248039,-1.3704715197000001
SRX6853288,-0.4556756119,0.050128346000000004
SRX6853287,-0.1543177474,0.1129869812
SRX6853286,0.5462683814,0.1255933981
SRX6853284,0.2669696207,0.0201428181
SRX6853285,-0.4755869518,0.04707228
SRX6853283,0.2086173311,-0.06721509810000001
SRX4319040,0.38946729480000003,0.2232558463
SRX4319041,-0.35717170540000004,-0.15732876910000002
SRX4319039,-0.0322955895,-0.0659270772
SRX4314613,4.1517902212,3.6677457512
SRX4314614,2.9396966414000003,3.3965515707
SRX4314615,3.6484752553,3.8338314346
SRX4314632,4.0667417777,3.5021979905
SRX4314631,4.6120509898,3.6210270837
SRX4314633,5.1834031254,3.6674773474
SRX4314622,6.4916896994,4.8738907645000005
SRX4314623,6.2548769017,4.4183677593
SRX4314624,6.3657633698,4.2777443905
SRX4314611,0.0950979773,0.0288815262
SRX4314610,-0.0659601788,-0.0764742985
SRX4314612,-0.0291377986,0.0475927723
SRX4314630,-0.3765296956,0.8151892694
SRX4314628,-0.0371264461,0.9066443468000001
SRX4314629,0.3852147113,1.1958448599
SRX4314619,-0.5571776729,1.4594776878
SRX4314621,-1.090937228,1.2918307715
SRX4314620,-0.3886908826,1.6198426392
SRX7119390,-0.3214379332,0.1570365946
SRX7119388,0.3214379332,-0.1570365946
SRX7119386,3.6212111334,3.2239238364
SRX7119385,5.1580001511999996,3.9954310953
SRX7119387,4.3332923063,3.1740473672
SRX3746749,3.063986408,-1.41214945
SRX3746748,1.074813088,-1.4457511816
SRX3746751,-2.3417360247,0.3784129332
SRX3746750,-0.4106372359,0.5538397893
SRX3746752,-0.2937748475,-0.048157550300000004
SRX3746753,-3.1473852737,-0.8505805489
SRX3746755,-1.3834956355,-0.022305020800000002
SRX3746754,1.3834956355,0.022305020800000002
SRX2345943,0.1385225289,0.0687363052
SRX2345942,-0.1385225289,-0.0687363052
SRX2345941,5.1436127522,1.5084395807000002
SRX2345940,7.2292748862,1.6923017833
SRX3992217,0.9653047525,0.2372055946
SRX3992216,-0.9120378782,-0.6545135079000001
SRX3992214,-2.0384715439,1.122057517
SRX3992215,-0.1512621984,1.3350077274
SRX3992221,0.061558019400000004,1.3555254046
SRX3992220,-2.4717615126,1.4233521093000001
SRX3992219,2.2111462194,1.8114196794000001
SRX3992218,1.6592734852,1.2405789892
SRX3992201,1.4719724407,1.0126416824
SRX3992200,2.3649866462,1.8862890175
SRX3992198,0.9990877903000001,0.1265310412
SRX3992199,-1.1309835643,-0.45742618960000003
SRX3992202,-0.8884049427,-0.702747974
SRX3992203,0.7116753489000001,0.0389966609
SRX3992204,-1.5932239766,1.21511862
SRX3992205,0.5614193671000001,0.8815736688
SRX3992206,-1.7335524391,1.4521153579
SRX3992207,1.0949024589,1.0011071222
SRX3992209,1.5726139065,1.8939920757
SRX3992208,0.0566282511,1.2264927529
SRX3992212,0.3514964922,1.2080306423
SRX3992213,1.9434243718,1.957381872
SRX3992210,-0.7545564490000001,-0.32626084510000003
SRX3992211,0.7545564490000001,0.32626084510000003
SRX357084,0.1065738383,-0.1091748828
SRX357083,-0.1065738383,0.1091748828
SRX4647134,-1.1782505476,0.12582230360000002
SRX4647137,-0.23746669680000002,-0.0438061191
SRX4647136,-1.188804369,0.1563969556
SRX4647135,-1.3381476079,0.19176662360000002
SRX4647139,-0.020901876,-0.0016841098
SRX4647141,0.228101505,0.045486335600000004
SRX4647140,-0.000514996,-0.0230089835
SRX4647138,-0.2066846329,-0.0207932423
SRX4647128,0.6780524913,-0.7305053038
SRX4647127,0.24752657960000002,-0.4112529629
SRX4647129,0.1819970347,-0.4807452458
SRX4647126,-0.023910643800000003,-0.4485408194
SRX4647133,0.8879872868,0.2833689819
SRX4647132,0.8854025481000001,0.2397201079
SRX4647131,1.2026577782,0.1350945734
SRX4647130,0.7921059679,-0.0860686569
SRX6923924,0.8142930220000001,-0.3304952883
SRX6923925,0.4802610416,-0.43954549140000004
SRX6923923,0.3122105392,-4.0773113818
SRX6923922,1.4030249421,-1.7560659561
SRX6923939,-0.0966245924,-0.0117390188
SRX6923938,0.0966245924,0.0117390188
SRX6923936,0.1753391356,-0.9859927677
SRX6923937,0.0352673027,-0.9895516833
SRX5509428,-0.3284101052,-0.029581973900000003
SRX5509427,0.3284101052,0.029581973900000003
SRX1882560,-2.6442384366000002,-0.3002277202
SRX1882558,-2.7809118767000003,-0.17025444110000001
SRX1882559,-2.5600890952,-0.10860354750000001
SRX1882561,-4.1939336809,-1.1373009472
SRX1882563,-4.2235152778,-0.900287057
SRX1882562,-4.2861537839,-0.9484561884
SRX1882565,-4.2540544587,-1.598110873
SRX1882566,-4.1061914648,-1.276292475
SRX1882564,-4.3253210368,-1.6962332500000001
SRX1882568,-4.2947550024,-1.8731695999
SRX1882567,-4.5277452294,-2.0839148554
SRX1882569,-4.6317252521,-2.066967482
SRX1882555,0.1163063297,0.1275403595
SRX1882557,-0.1671245664,0.0181403853
SRX1882556,0.0508182368,-0.1456807447
SRX5088615,-2.5783897018,0.45389336900000005
SRX5088616,0.24704870280000002,1.9590265607
SRX6845150,-0.4442727493,-0.8206930881000001
SRX6845149,-0.3201981103,-1.6204511299000002
SRX6845151,-0.8748668694,-0.1479399253
SRX6845152,3.3027413888,1.5107738260999999
SRX6845145,0.3470945085,-0.2831253097
SRX6845146,0.7136460599000001,0.2607755952
SRX6845142,-1.4145171389,0.6561131741
SRX6845141,-0.8333330251000001,0.8492999015
SRX6845144,1.5220328678000001,0.3858045203
SRX6845143,-1.5220328678000001,-0.3858045203
SRX5605051,-0.3653499924,0.030150094300000003
SRX5605045,0.3653499924,-0.030150094300000003
SRX5605060,-0.45074488420000003,0.0051411777
SRX5605059,-2.0202447754,-0.18096215440000002
SRX2382017,0.3695872717,0.4293638924
SRX2382024,-0.3695872717,-0.4293638924
SRX2382027,1.0031335156,0.4323383538
SRX2382029,1.3218182446,0.47984375490000003
SRX2382217,0.37837902360000003,-0.6326330813000001
SRX2382023,1.179708231,0.43778471700000005
SRX2382218,0.1817096444,1.3216511256999999
SRX2382219,0.4784525799,0.5321706421
SRX2382213,1.3306121429,0.7089166433
SRX2382019,2.3962430297,0.47796622180000004
SRX2382214,-0.28000008730000003,0.8430288613
SRX2382215,0.0373497337,-0.0468256342
SRX2382020,1.0986105792,1.4221285705
SRX2382216,1.0706006322,1.9332028512
SRX2382022,0.1858285718,0.1908840326
SRX2382033,-0.2645030265,-0.31920951880000004
SRX2382220,6.3717884162,4.4939873053
SRX2382222,6.1340761424,4.4624507093
SRX2382030,4.6142211296,3.2761631482
SRX4506350,-0.14226732590000002,0.0057085341
SRX4506352,-0.23663968300000002,-0.0242743449
SRX4506354,0.0819900603,0.2147919616
SRX4506348,0.126330928,-0.0404677981
SRX4506346,0.0052075533,0.0340220443
SRX4506344,-0.1315384813,0.0064457538000000005
SRX4506351,-0.000691238,-0.1282956576
SRX4506353,0.1554338854,0.1370978336
SRX4506355,0.20592996730000002,0.1215707968
SRX4506349,-0.2600732452,-0.42193590280000004
SRX4506345,-0.3178425842,-0.4344715079
SRX4506347,-0.1120322874,-0.5867075714000001
SRX4514122,-0.23106179870000002,0.3632859338
SRX4514124,0.17305604630000002,0.1707961193
SRX4514126,-0.0160273384,0.011386223800000001
SRX4514120,-0.2146552937,0.18544760570000002
SRX4514112,0.1008364392,0.3986810062
SRX4514116,-0.21497917430000002,-0.1889961377
SRX4514118,-0.1709464762,-0.5181501227
SRX4514114,0.28508921130000003,0.30846525420000004
SRX4514121,-0.2533349095,0.37796991420000003
SRX4514125,0.3629856587,-0.0346400358
SRX4514127,-0.0311522254,0.0667082358
SRX4514123,-0.0397583997,0.2495390435
SRX4514115,-0.0702136283,0.32867918620000003
SRX4514117,0.2880751295,-0.2494201046
SRX4514113,0.35052335,0.2763950127
SRX4514119,0.0036407114,-0.2663710199
SRX958308,-2.2537229848,-0.44327607960000004
SRX958306,-1.168369611,-0.4815726061
SRX958307,-1.8130677979,-1.0524105784
SRX958313,-0.0406483286,0.030249477400000002
SRX958312,0.0635794802,0.1329839422
SRX958314,-0.0229311516,-0.1632334195
SRX958320,-1.0795206783,-1.3951672560000001
SRX958318,-1.5181206442000001,-0.092814011
SRX958319,-0.2937263043,-0.6513721032
SRX958323,1.9391399627,-0.8222582486000001
SRX958322,1.2900459521,-1.2676145667
SRX958321,1.2006377948,-1.0707630162
SRX958310,-0.8830172569,-0.5121658608
SRX958309,-0.9462739625000001,-0.27807232200000004
SRX958311,-0.8078636477000001,-0.416835779
SRX958317,-1.2068937962,-0.8149233839000001
SRX958315,-2.1120559192,0.0798298535
SRX958316,-1.7111090397000002,0.2085189177
SRX958324,-2.2017423596,-0.1533511357
SRX958325,-1.9643086982,-0.2050796031
SRX4498322,-0.1283834932,-0.22194686
SRX4498318,-0.30264421,0.3673237368
SRX4498320,-0.525620261,0.3020127657
SRX4498316,-0.0132665661,-0.0760964459
SRX4498312,0.011463091,0.0005986893
SRX4498308,-0.2002207583,-0.0232813216
SRX4498314,0.31635588800000003,0.1121011311
SRX4498310,-0.12759822070000001,-0.08941849880000001
SRX4498319,21.504026168,5.6023557743
SRX4498317,21.2344056142,5.5788669675
SRX4498311,1.0472382435,-0.7971539989
