,0
gene_id,Rv3268
name,Rv3268
operon,Op2049
gene_product,hypothetical protein
COG,Lipid transport and metabolism
regulator,"Rv0081,Rv2250c,Rv2324,Rv2887,sigH"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv3268"">External Database</a>"
