,0
gene_id,Rv1114
name,vapC32
operon,Op726
gene_product,ribonuclease VapC32
COG,Function unknown
regulator,"Rv0324,Rv2324,kstR"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1114"">External Database</a>"
