Geneid,ctrl_1,ctrl_2,ctrl_3,levofloxacin_1,levofloxacin_2,levofloxacin_3
Rv0147,334.2438678844975,345.4440644130012,332.60842104245137,425.709540206219,550.2682868851649,583.475148262256
Rv0148,311.93214110731435,310.4400622794668,358.9491193081659,482.01804368390395,639.4305403048621,671.9515853069333
Rv0149,135.2631156551259,153.2596243036175,121.37496814770225,240.54396852860626,362.4423557411404,329.4119440300467
Rv0150c,2.190105989162545,0.0,5.298293945985095,12.092002367805797,7.363440177649384,9.035331005579538
Rv0151c,10.351876186466066,10.364872974611165,8.90129989828296,10.46590732425739,11.33478057906407,16.26929356910565
Rv0152c,4.55675284132982,4.709800107381023,4.537409966026461,7.077317237430837,11.124487568768107,11.307660313337985
Rv0153c,53.89083906906815,43.12053966285824,40.39710041126541,63.14996680370837,60.53793416811111,65.31160359680419
Rv0154c,61.9301257925566,57.488123216640375,65.1774895777238,83.42614675610096,88.36128213179217,87.82290618153128
Rv0155,30.248526533697746,37.970357132734684,52.45211059668195,64.46038206707017,66.13051451098738,64.71393168651748
Rv0156,89.40367800084044,89.27404888224979,118.43504471357996,210.60143546090873,197.41980151967974,193.12583956327614
Rv0157,105.7434703473299,117.00891972956869,150.00987384237084,259.09331297740613,255.76094734692532,231.59950495934612
Rv0157A,237.6315930938785,425.92396618925466,263.87209920612867,81.91919487026708,61.19075868558238,47.06777081976327
Rv0158,96.22612658616255,101.43986247888972,108.4605318116223,83.40863477699949,68.67977691277314,76.65322676361446
Rv0159c,11.655660019082495,13.582816758051704,9.593761712920399,9.559091938728617,6.112649699711747,6.86938354856123
Rv0160c,4.848711788332819,5.3649050782955054,8.245211682878777,2.9444568732738894,3.1229964968161585,3.120409685539543
Rv0161,11.213342664512227,15.827544916415516,15.563398832103928,18.94691681355497,12.82874910950464,13.125611010010205
Rv0162c,30.88049444719187,33.639677180657955,66.02489378843,47.11711267455345,38.35125092525721,35.81863362926173
Rv0163,38.73029538729534,36.962413859641586,45.046223832262164,35.551803694819206,39.01331462544066,31.250017011778944
Rv0164,255.67459547556763,244.67702286246248,262.52971028083465,384.4731685171051,354.1723818780493,344.71301642450953
Rv0165c,22.9022512009568,22.316733002432578,19.73760052405436,22.87354142481488,20.512440494880355,18.439451031795077
Rv0166,45.914092261448765,48.941308940804696,44.55413586844181,83.73570772949132,120.36239512006344,119.4477736027197
Rv0167,279.96470665673485,218.6977467960785,249.46414896168596,236.71105698180108,223.3761401259848,204.65849650446998
Rv0168,118.61009870134886,105.25707210424086,89.179984253695,85.44056464976109,87.75189397915915,85.45731788528475
Rv0169,197.8662086103343,176.46778118193046,136.98351590390695,108.03349565258695,105.81776009140688,105.84812259974379
Rv0170,213.8856246707213,176.69894149262274,148.72338120514738,128.96854120360302,123.24743674866765,130.81701144677763
Rv0171,316.67913949341875,301.9533431800621,310.0497165672004,170.58741431791478,137.29866749849617,137.60118714145096
Rv0172,299.6559932380951,264.0145796405972,224.1447743928623,170.8946463608228,121.58689920457583,131.06942368061604
Rv0173,315.10640032308874,280.70503283398364,230.05206906446887,178.43994816123177,122.13392335579351,113.45497113619258
Rv0174,543.6352392075667,509.1711826082903,434.9340117949283,405.3293496185088,328.02508698365676,324.1112313762281
Rv0175,385.5241525894785,438.04363658930544,394.54959029541396,619.6966111949558,612.1977927137281,534.6406811312224
Rv0176,65.74386275826633,65.05658761771082,58.749360829975565,270.28665397263836,304.93305206265563,285.67790487698977
Rv0177,153.65310083534274,141.80226157278761,150.79319085854016,600.2140910635867,676.9588677916777,682.0802773015137
Rv0178,184.5052555767954,170.81470074580022,208.40510692402407,473.3189250549188,496.2658131156982,515.040209390936
Rv0179c,71.03046451337993,76.52061332764251,76.87703348818992,171.79884221502797,265.87989398215126,275.28804645262437
Rv0180c,41.67873225468518,39.74627194056861,44.48083761071553,65.74249654549428,79.1502090618854,85.43530901018543
Rv0181c,25.57328658692318,23.473478960839273,26.66946579027725,60.45150233701094,91.04618276799631,105.19970234368057
Rv0182c,56.21783653906372,49.00812697411805,57.159616545199626,99.04675013198145,128.08284082595844,125.5830989516363
Rv0183,58.87004898868926,60.985903992488375,76.71463849703284,127.2340741755327,138.57293134319235,143.23765561498413
Rv0184,52.64664380988473,49.19318929300802,61.50585661357737,183.33143451989181,219.2930664106355,239.56534780508184
Rv0185,37.10297205169471,33.56919921073874,56.15712099129189,148.8125695049723,211.14303756459668,181.4962624851876
Rv0186,31.476760297420412,40.27491638067534,39.74780589446916,142.70346346283551,192.32908487131985,181.03490629181005
Rv0186A,1402.446537415703,1676.9660685249282,2186.701009091675,2994.73959024895,2983.1932453055488,3015.983928465572
Rv0187,46.61655462905231,47.241091316245495,60.19363536267113,69.73325128945278,76.58866284324311,78.68389095485946
Rv0188,1580.6724959115654,1211.3355901673958,1857.1199549132602,761.6571606387992,437.44289055368927,466.9688532407467
Rv0189c,87.45823250055739,80.79666756632909,102.09404872840567,187.49553096747155,224.78946542324044,214.33812996569333
Rv0190,290.88220082040107,296.8994866660646,290.0154173891165,464.250357526848,613.7718383129339,668.5346534908932
Rv0191,21.431298027283336,22.76037717523965,25.70588099545961,106.35644261538351,140.01207989965215,133.09185989171175
Rv0192,101.40131053910056,105.71429589018528,98.40101235922178,151.49825836067765,187.69081302956567,187.16394503422393
Rv0193c,9.62508917834549,12.136855599070282,9.717949735093585,6.368201873954144,7.459069270865609,6.63820237144619
Rv0194,2.4631819660539427,2.887532558362657,3.14316556203405,4.321089520210834,4.042189754425086,4.873570053457847
Rv0195,27.768891032400486,20.658535275586317,21.223935110187107,16.615685751988167,10.188407792973965,11.495084190386962
Rv0196,17.682578817115395,28.35799973079699,21.469063279352756,34.69153782763583,38.66750124057917,40.880735743926195
Rv0197,25.73704631877717,25.569029482043295,30.203320181649556,38.035131956400996,37.77904825090177,41.73744365655472
Rv0198c,98.66559415272975,98.67046424404211,112.31008260664638,174.28157297213068,176.84085245921008,179.77353945697035
Rv0199,34.21343756160833,34.58644767167031,40.19293197625626,76.05452523750924,76.57977784755337,76.78857935131542
Rv0200,43.69547114377859,41.161020130996775,64.3025052548188,127.91779416377497,137.79237619392595,137.74109577698434
Rv0201c,105.87598096180069,125.60568309333695,115.51445262455465,322.37397445598396,295.4726471285341,269.7077037583877
Rv0202c,72.22865369346482,85.13734281123142,104.7941935191899,190.74688526339938,198.59205773846503,188.96642632558522
Rv0203,150.70486993454765,166.94375140790038,186.4904272239829,240.7565455079057,192.3452402609337,171.5488080809099
Rv0204c,65.06046576231789,65.34012722476143,80.80959110613303,109.32777426775958,131.88818758869678,112.91194692825299
Rv0205,18.625423107834497,20.556467413552745,17.542846175669794,37.41813026559385,48.55601856276019,45.68173564311655
Rv0206c,194.98756966623955,204.19920415677123,206.02147536192916,452.26074406064635,583.0494007332366,578.6545593124383
Rv0207c,154.35650704853225,173.8590452631335,153.60523986992703,273.94125074719193,347.6271017201389,357.9712093639126
Rv0208c,85.85215477517178,94.34190910441049,84.62449910930077,125.08967966695674,153.21905824199735,157.70759573375238
Rv0209,21.373498448932096,22.608062768806644,22.1569113593258,39.47581493136216,36.23409236589167,35.599346787571704
Rv0210,12.452951539189556,15.882780701151404,14.602756165061763,19.161810564804426,18.64010819818742,17.845498734868222
Rv0211,1134.4503674261753,1146.7750843360495,1104.354877322277,794.5069973653974,711.7426064300577,747.7656101318038
Rv0212c,24.91853925447163,28.400011582249995,24.151767275145772,35.21042835069888,31.39310297960793,37.60737420311764
Rv0213c,12.000580762534454,17.67519161303094,17.329720135234812,19.648789865494496,16.139046964710932,17.35160761932565
Rv0214,10.629748622493,13.238652811128242,11.854118339544621,16.517417924796668,16.1320473780472,13.05156682696574
Rv0216,17.04394909435843,16.360384460075174,18.17384759988338,26.409466097733734,28.001405645972284,25.17366947961987
Rv0217c,20.261733032410685,16.79018201882827,19.110982580491573,30.252711966978676,33.43925308397858,32.3073787582817
Rv0218,7.593685777322028,10.68514066606014,8.920343479817955,12.379078005867662,13.474707684005512,15.570721990911647
Rv0219,7.582793195264371,9.186132371812247,7.696891079161249,11.155538645708909,10.72996747198452,11.51105402115994
Rv0220,353.47009612020463,322.2619935744234,280.1760436082549,353.02536923038764,414.29679256952664,387.0751138571324
Rv0221,53.68089573436691,51.391935852561055,48.94895199066559,124.85546920289946,208.891919933316,205.64303516650386
Rv0222,65.87305861852234,58.19967275549405,60.39962118710624,142.45954697280138,188.29501777472018,173.54117564220164
Rv0223c,127.78729896110315,136.79480673419087,154.25852537818957,51.51234021694999,44.26111582193601,49.683740517800324
Rv0224c,7.585496508346498,11.796927888011568,9.666389678828972,24.174193780343494,29.877278838462352,25.592511800677972
Rv0225,26.649892306567978,36.424929939931765,52.032316490121794,154.604345903181,180.1397105278451,155.77648231660407
Rv0226c,12.024706713460837,16.17732962112496,14.036488107534472,54.25033178485141,60.370850953899435,57.69726598066565
Rv0227c,124.85472475089233,118.35365745466555,126.18554389475594,241.40529649471327,179.42132906803204,166.0005024830114
Rv0228,23.49854896607337,24.50464800267097,32.50898909844249,53.764034868621444,63.720227419658684,47.88472342452815
Rv0229c,63.07505248788128,70.20454368137314,66.06033388171389,201.01367654307384,227.66191853601958,246.92830077360333
Rv0230c,46.67939664240756,62.36678619694175,42.595740742880984,37.45804719568317,31.34528662779173,33.599273708821826
Rv0231,63.99882302812546,60.72100624255522,62.642638277689954,39.74730067449162,28.642790146216587,31.649745967824778
Rv0232,193.4301609628354,207.92085402620305,177.59739546568943,144.6254244219002,145.81745882231994,160.90745999501684
Rv0233,357.7590278677707,319.2192510648848,305.678567644117,192.7731241191348,172.92006817184685,170.85585560482755
Rv0234c,67.34575916674812,61.778345507287185,66.25414689186181,119.1479198827762,127.17274806815291,125.76858069373702
Rv0235c,11.230754687283193,10.258198163488325,10.93580021340451,29.089177681558002,55.045399588887356,41.1333377219404
Rv0236c,16.717965375089076,19.703648292610225,23.34705314495037,113.48607169442418,173.3728384440119,146.8206739114065
Rv0236A,155.15012910812146,170.8520590677538,244.87393558314258,337.48332886698967,416.41523763258414,412.3315587964975
Rv0237,46.59014159773213,46.62667513577816,57.129794796653385,212.6974748558134,193.83451778696553,158.74044631176136
Rv0238,81.0232381551642,97.75624999882736,104.01753818159173,232.556969339855,328.3495665558643,419.8941840418737
Rv0239,146.6360194590055,165.6107184278549,122.8953388654533,347.9417551351643,472.26713754770054,504.125135080543
Rv0240,21.889059310862898,19.089206942073456,23.046741210776062,91.84666890614885,166.23218373652284,172.00724074809722
Rv0241c,125.85081647048194,117.60193681954601,125.59262780474772,133.04912262939465,170.2238697295746,170.8031256286071
Rv0242c,187.5154307661699,194.8437650074874,194.42544222142743,219.58599767822363,272.6576705781027,257.53955730315135
Rv0243,349.9402004996579,444.2907620408426,430.6506551763356,452.569355333837,549.7144818337683,495.465122327342
Rv0244c,5505.737506434059,6162.6659748310485,6607.795664182632,1395.902715530511,668.5169478932569,710.4756638336967
Rv0245,258.4916261466541,246.16135569999477,265.4797819768362,211.6855045357861,192.98537692587814,229.07454454812026
Rv0246,12.316715054841737,13.160188433422475,12.62413428143888,21.52572977335266,20.759172308613255,20.22685411121574
Rv0247c,162.7961194064728,143.37531333773106,161.06027935895423,269.7516240721644,268.11991008308223,278.5142078415263
Rv0248c,155.07169009385322,162.59521551984986,183.05098494254014,368.2392696767736,402.00362119791316,411.0646683677759
