,0
gene_id,Rv0226c
name,Rv0226c
operon,Op158
gene_product,transmembrane protein
COG,No COG annotation
regulator,"whiB5,Rv0767c,whiA,Rv1776c,Rv2034"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv0226c"">External Database</a>"
