,0
gene_id,Rv1909c
name,furA
operon,Op1198
gene_product,ferric uptake regulation protein FurA
COG,Inorganic ion transport and metabolism
regulator,"Rv0023,Rv0302,Rv0324,csoR,Rv1353c,Rv2989,devR,Rv3249c,Rv3488,whiB4,HPT-2b Induced"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1909c"">External Database</a>"
