,0
gene_id,Rv2943A
name,Rv2943A
operon,Op1843
gene_product,transposase
COG,"Replication, recombination and repair"
regulator,"Rv0081,Rv0135c,Rv0302,Rv0324,csoR,trcR,Rv1219c,Rv1353c,Rv1719,Rv1816,Rv2021c,Rv2034,sigH,Rv3249c,lsr2"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv2943A"">External Database</a>"
